,AU814,AU801,AU808,AU803,AU804,AU815,AU812,AU810,AU811,AU805,AU809,AU806,AU802,AU813,AU807
-13.24,507.4113846153508,410.4729230768975,500.0,443.9415897435734,491.0,576.3134358975815,513.8225128205211,524.9014358974514,602.8285128205532,495.6808717947761,521.1096923076962,510.2210769230679,526.0,454.0,529.032461538414
-13.2,506.2005499999816,408.4216410256162,500.0,442.91594871792796,490.7877435897406,584.2037435898638,514.8481538461643,525.976358974373,606.1983076923365,488.64384615375445,522.2706666666869,510.0,526.0,454.0,526.6370256410131
-13.16,504.36010256409253,406.6851794871774,500.0,441.78061538460395,490.0,590.9917000000332,516.7475897436233,527.0040000000407,608.5168205128523,483.7093846153758,524.1569500000152,509.19543589741966,526.0,454.0,523.8786153846
-13.120000000000001,503.15441025640314,405.6595384615301,500.77892307693486,439.86466666665467,490.0,596.7023076923496,517.8769500000179,529.0,610.5681025641104,480.87748717947795,525.1609743589918,507.3395897435834,525.164666666657,454.0,521.5382097186549
-13.08,501.25753846151156,404.6338974358827,501.0,438.6780512820221,489.71082051280536,601.4644102564691,518.8994358974389,529.0532820512917,611.8096923076976,479.7036923076612,526.1866153846347,507.0,525.0,454.29430769231664,519.5260999999832
-13.04,500.1054219948698,404.0,501.0,436.62676923076657,489.0,605.1752307692665,520.8501538461679,530.0,612.0,477.65241025637454,527.2122564102631,507.0,525.0,455.0,517.4883076922806
-13.0,498.1601025640608,404.0,501.0,434.78774358973595,489.0,607.4173846153886,521.9482864450212,530.0,612.858410256423,475.4166499999887,528.0,505.1857435897072,525.9122564102618,455.0,515.4370256409861
-12.96,497.0544102564051,404.0,501.8814871795009,434.0,488.63389743587993,607.1162148337436,522.9737948718093,529.8755499999806,614.7681025641405,472.4016923076748,528.2635384615515,505.0,526.0,455.0,512.5786153845936
-12.92,496.02876923075905,404.0,502.8844500000149,433.73646153844743,488.0,603.6694871794297,523.0,529.0,615.9096923076963,469.5498461538218,528.7108205128183,505.0,526.0,455.0,510.3344615384433
-12.879999999999999,495.0031282051117,404.4943076923191,504.81425641029836,433.28917948718276,488.0,598.0495384614314,524.0,528.6934358974212,616.0,467.7492820512694,527.6859846547245,505.0,526.0,455.0,508.2831794871486
-12.84,493.9774871794649,405.50695000000314,505.9327692307748,434.31482051283007,488.0,591.3783076922236,524.0,526.8210769230633,615.0390256410111,467.27635897436045,526.6621025640928,503.99030769228773,526.0,455.43586034914557,505.3478461537809
-12.8,493.0,406.5199487179556,507.9119181585784,435.34046153847737,488.4544500000115,584.1988205127712,524.0,525.5908717948414,613.0267692307275,467.69799999999225,525.2729230768911,503.0,526.0,456.0,504.0903076923008
-12.76,492.926205128193,407.0,508.0,437.09830769234856,489.0,577.0193333332396,524.0,523.769794871792,609.0521999999146,467.0,523.6108205128072,503.0,526.0,456.0,501.1939999999667
-12.72,491.900564102548,407.5712307692503,506.99287179485424,440.17523076924624,489.0,569.8398461537083,523.7447179487066,522.2324615384339,604.9632307692164,467.35328205129423,522.5851794871742,502.9159487179382,526.0,456.0,500.03902564100827
-12.68,491.0,408.59534526855106,505.96723076923,442.8139000000181,489.0,562.6714578004529,522.0,519.4370256409945,601.8863076922743,468.37892307692647,521.1190769230536,502.0,526.0,456.5225128205277,498.02676923076797
-12.64,490.84966751917466,409.0,505.0,444.83476923079405,489.0,556.7848717948528,521.6421538461256,517.3857435897141,598.7458461537825,470.61825641029526,519.5338974358795,502.0,526.0,457.0,496.98774358973697
-12.6,490.0,409.6455897435997,504.91594871793535,446.44302564104436,490.1373333333676,551.656666666616,520.0,515.3344615384517,594.3757435897405,476.4416410257694,518.0165128204872,502.0,526.0,457.0,495.96210256408955
-12.56,490.0,410.0,504.0,447.4686666666808,491.0,547.2227692307035,519.7697948717872,513.2831794871571,587.081435897382,486.926000000152,515.9652307692162,501.8390256410185,526.0,457.5994358974464,494.9364615384437
-12.52,490.0,410.0,504.135333333336,448.4943076923158,491.0,542.4902499999074,518.5010999999753,511.2318974358623,578.5953846152539,502.6667692308649,514.4705499999895,501.0,526.1943076923134,457.3749230769062,494.0
-12.48,490.0,410.7225128205184,505.0,449.0,491.0,538.1202051281778,517.0,509.5903076922934,568.3389743588194,523.1568205130759,512.9139487179197,501.0,527.0,457.65071794872586,493.8880499999922
-12.44,490.0,411.0,505.0,449.0,491.0,534.7632307692108,516.4370256409964,508.5646666666598,558.0825641025401,547.3192307696794,511.4313333333257,501.0,527.0,458.0,493.0
-12.4,490.0,411.77379487181304,505.212256410273,449.0,491.0,531.6863076922688,514.6928717948676,507.0780512820249,548.04353846146,572.9602564105375,510.40569230768847,501.0,527.0,458.0,492.8595384615226
-12.36,490.0,412.79943589744175,506.0,449.0,491.0,529.4103324807882,513.6672307692203,506.0,538.8127692306336,597.097350000095,509.3800512820411,501.0,527.0,458.72764102565975,492.0
-12.32,490.0,413.82507692308445,506.0,448.3774871794709,491.0,527.3601025640618,512.2831794871458,505.50054999998883,530.1193333332279,617.5129230770709,508.3544102563938,501.0,527.3199487179575,458.24671794871045,492.0
-12.28,490.0,414.8507179487318,506.0,448.64815384616134,491.0,525.3088205128065,510.61594871793454,504.48774358974015,522.9398461538162,631.0969230770686,508.0,501.0,528.0,458.77892307693116,492.0
-12.24,490.0,415.0,506.0,449.0,491.0,523.2575384615191,509.5903076923016,504.0,515.7603589742848,636.906000000018,507.30312820512245,501.0,528.3712307692434,459.0,492.0
-12.2,490.0,415.87945000002117,506.0,449.0,491.82507692308724,521.2062564102243,508.56466666665426,503.4364615384455,508.93176470579164,636.0170769230654,506.2774871794751,501.0,529.3968717948762,460.61890000003194,492.0
-12.16,490.4291048593358,416.90200000000635,506.0,449.0,491.17054999998817,519.1549743589296,508.0,503.0,502.84329999990575,628.8362659845958,506.0,501.0,530.4225128205235,461.0,492.2943076923148
-12.120000000000001,491.0,417.9276410256514,506.0,449.75071794872497,491.0,517.1036923076794,508.0,503.0,497.5253333332575,620.3224615383717,505.2262051281985,501.4430256410322,531.4481538461708,462.71169230770823,492.6800512820378
-12.08,491.47892307693354,418.95328205129874,505.6082564102455,450.77635897436653,491.0,515.052410256387,508.0,502.3595384615268,493.4227692307048,611.3819999998418,505.0,502.0,532.9239000000406,463.88148717949815,492.3455897436014
-12.04,492.0,419.97892307692325,505.83476923077546,451.0,491.0,514.0031202045908,508.0,502.0,489.32020512817166,602.9122051281557,504.174923076909,501.50569230767303,534.4737948718081,465.81425641029097,493.0
-12.0,492.0,421.0045641025701,507.44302564103504,451.8020000000148,491.0,510.9774871794686,508.0,502.0,485.66323076918684,597.8535384615109,504.0,501.0,535.4994358974432,466.93276923077104,493.0
-11.96,492.0,422.0302051282174,508.93733333336473,452.0,491.0,509.9036923076882,508.0,502.0,483.0575384615186,597.0,503.1236410256348,501.53195000000557,536.5250769230905,467.9584102564168,493.0
-11.92,492.0,423.05584615386346,510.0,452.8532820512896,491.97892307692604,507.9280499999922,508.0,502.0,480.509384615373,601.1894871795848,503.0,502.0,538.1014358974757,470.9521538461925,493.0
-11.879999999999999,491.41851282049953,424.0,510.51994871795375,453.8789230769336,491.00456410257294,506.92620512819576,508.0,502.0,477.43246153843086,608.9083076923534,503.90445000001085,502.0,539.5763589743717,473.0387692308452,493.0
-11.84,491.6071282051478,424.0,511.0,454.0,492.0,505.90056410254846,508.0,502.0,474.35553846148883,618.8917948718836,503.0723589743421,502.0,541.2040000000184,477.1060000000065,493.4844500000031
-11.8,492.0,424.1327692307835,511.5712307692484,455.85565217394924,492.05584615386624,504.87492307690405,508.0,502.0,471.85241025639135,628.2333846155211,503.0,502.0,543.255282051313,480.2438974359312,494.0
-11.76,491.34158974358087,425.0,512.0,456.0,493.0814871794916,503.84966751917744,508.0,502.0,469.80112820511647,637.464153846347,503.0,502.0,545.9598461538659,484.2598461538905,494.0
-11.72,491.0,425.18405128205484,512.0,457.95784615386043,494.1071282051389,502.82620512819904,508.0,502.0,468.37492307691093,643.6517000001327,503.0,502.0,548.3578461538557,487.44902564109947,494.0
-11.68,491.0,426.20969230770226,512.0,459.00456410257755,495.13276923078627,501.8005641025517,508.0,502.0,466.69856410252714,647.864410256435,503.0,502.0,550.4055242966901,491.5515897436063,494.0
-11.64,491.0,427.23533333334956,512.0,460.06041025644834,496.31601023021653,500.5498461538192,508.0,502.0,464.647282051264,650.9752307692659,503.0,502.0,553.1829230769599,495.4906153846467,494.5994358974445
-11.6,491.0,427.74554999997935,512.0,462.44676923079146,498.1814871794883,498.7492820512804,508.0,502.9199487179556,463.2979999999922,651.0,503.0,502.0,555.5065641026013,498.1844500000154,495.6250769230919
-11.56,491.7840512820632,427.2609743589917,512.0,471.79271794891844,499.6058500000185,497.723641025633,508.0,503.0,461.54471794868977,650.8278974358936,503.0,502.77635897437864,557.5578461538595,499.1891794871972,496.65071794872404
-11.52,492.0,428.0,511.27492307691324,496.1780000006026,502.41425641027325,496.39599999997137,508.0,503.0,459.53109999996786,646.7253333333042,503.0,503.0,560.4136923077158,499.7857289002379,497.67635897436327
-11.48,492.0,428.31225641026913,511.0,537.7712307701812,504.6983076923518,494.67235897434597,508.0,503.99687179487444,458.2467179486966,642.434153846072,503.1558461538644,503.0,563.4906153846579,498.7621025641008,498.70200000001057
-11.44,492.0,429.33789743590864,511.0,590.3403000002025,507.7752307692758,493.29524296674833,508.0,505.0225128205217,456.4421538461348,636.4002564101705,504.0,503.85328205129736,566.5033500000468,497.73646153845345,499.72764102565793
-11.4,492.0,430.0,511.0,644.0789230772101,511.1362051282212,491.2472820512726,508.0,506.09630769233803,455.1954358974252,631.2720512820366,504.0,504.0,568.7116923077351,496.4216410256123,501.5065641025754
-11.36,492.0,430.0,511.0,694.5461025645932,514.929076923108,489.19599999997774,508.0,508.0,454.1697948717778,626.65753846152,504.0,504.0,569.8814871794943,494.3703589743322,502.7789230769293
-11.32,492.0,430.41482051283515,511.0,734.9198461542873,518.6766666667498,487.57235897434157,508.0,508.0,454.0,624.6062564102252,504.0,504.9044500000008,570.907128205139,491.9786153846042,503.8045641025766
-11.28,492.0,431.43933503838184,511.0,768.2953333333729,523.0829230769667,486.11609999995835,507.003128205121,508.0,453.1207672634254,622.1099487178818,504.0,504.0723589743523,571.0,488.90169230766213,504.830205128224
-11.24,492.0,432.0,511.0,801.1341025643675,525.7732307692427,484.0934358974078,507.99695000000787,508.0,453.0,617.2629230768889,504.0,505.90656410259,571.0,485.82476923072016,505.85584615385136
-11.2,492.0,432.0,511.0,837.8913846159126,528.6490256410748,482.0421538461386,507.0225128205272,508.1763589743783,453.0,609.2620512819386,504.30969230770637,506.0,571.0,482.7478461538072,506.85945000000345
-11.16,492.012256410274,432.5148205128319,510.04671794870313,876.5534871799639,531.875794871832,479.4901790280992,508.0,509.20200000000636,453.0,598.1073333331053,505.0,507.00456410256635,569.98061538459,479.6709230769059,508.7629743589926
-11.120000000000001,493.0,433.0,510.97892307694417,913.8264102565213,533.927076923105,477.472358974344,508.0,510.68292307696106,453.0,584.5626999996985,504.63902564102233,508.0,567.9646666666486,477.06266666664266,510.8142564102872
-11.08,493.06353846154565,433.5661025641134,510.0,947.1790769233431,535.9783589743747,475.893435897419,508.0,513.9878000000688,453.0,571.0990769228708,504.38661538462503,508.1116923077221,566.8780512820473,475.011384615348,512.865538461582
-11.04,494.0,434.0,510.0,972.3944102567114,538.0296410256695,473.8421538461451,508.0,518.5196923077765,453.0,560.1942564101942,505.0,510.0,564.8267692307525,473.48005128203874,514.9168205128318
-11.0,494.1148205128376,434.0,510.0,989.3926666668287,540.0809230769389,472.3954358974252,508.0,524.6735384615562,453.0,553.8709230768809,505.0,510.1071282051324,562.7754871794579,472.45441025640264,516.9681025641246
-10.96,495.0,435.25390000003165,510.0,1000.9641538462,542.132205128212,471.3697948717779,508.0,531.1319487180134,453.0840512820562,552.8040000000219,505.0,511.0,560.7249104858931,471.44304999998934,520.0193846154187
-10.92,495.0,436.6430256410462,509.91851282051215,1008.3305128205703,543.5769500000065,469.68830769229174,508.0,538.3114358975449,454.0,557.4211282051549,505.4891794871911,511.3168205128542,558.8390256410073,470.42876923075437,522.0706666666673
-10.879999999999999,495.0,439.00600000003396,509.0,1012.9669743590457,544.0,469.0,508.0,545.4909230770185,454.10969230770456,567.4254731458682,506.0,513.1840512820702,557.6267692307591,469.40312820512094,524.0609743589811
-10.84,495.0,442.0829230769528,509.0,1016.5521538461899,544.6173846154016,468.29468030689645,508.0,553.0518974359369,455.1353333333487,580.6690256411775,506.0,514.2096923076984,555.79304999999,469.0,525.1732307692566
-10.8,495.0,445.8797948718597,509.0,1019.0589000000082,544.356974358966,467.2697948717812,508.0,561.2570256411154,456.0,595.0280000002397,506.0,515.2353333333458,554.7877435897313,468.35184615383577,527.1122564102731
-10.76,495.0,449.98235897437957,509.0,1020.5430256410336,544.0,467.0,508.0,569.4621538462942,456.1866153846232,609.3869743591302,506.0,516.260974358987,553.524205128179,468.0,528.0
-10.719999999999999,495.0,454.85615384618166,509.0,1021.568666666681,543.3056923076796,467.0,508.0,577.6672820513874,457.42451282054117,623.1926666667506,506.61738461540455,517.2794500000002,551.7364615384599,467.3005641025573,527.8364615384529
-10.68,495.0,460.7812307693019,509.0,1022.5943076923145,542.2800512820323,466.19287179486247,508.0,585.3883589744067,459.2378974359124,634.7892307693583,507.64302564103684,518.5732307692361,550.4216410256251,467.0,526.8108205128057
-10.64,495.0,466.93507692318576,508.7390256410102,1023.0,540.5088205128046,466.0,508.3719500000073,593.0775384616434,460.2635384615419,643.231948718082,508.0,520.3122564102654,548.6851794871652,467.0,525.5703589743266
-10.6,495.0,473.93707692310954,508.28661538461995,1021.0632307692009,538.4575384615218,466.0,509.0,600.7473333334696,461.28917948718924,649.1510256410791,508.6686666666768,521.6757948718256,547.6595384615258,467.0,523.298403990004
-10.559999999999999,495.0,481.9903589744186,509.0,1015.3013846152708,535.6093846153406,465.14158974358685,509.407128205145,607.9268205129096,462.3148205128366,651.6558461538546,509.6943076923242,523.3635384615517,546.6338974358939,467.0,520.2863076922545
-10.52,495.0,489.2960512821478,508.6621025640854,1006.0312820512189,533.3549743589324,465.0,510.43276923078224,614.5196923077449,463.340461538476,650.6370256409963,510.71994871795465,524.3891794871842,545.6082564102466,467.82764102564914,517.4729230769105
-10.48,495.0,497.4006153847761,508.3635384615535,992.1623076922244,531.3036923076774,465.0,511.0,620.6735384616287,464.36610256410796,647.2421999999328,511.7455897435954,526.2444615384943,544.5826153845992,468.0,515.1324615384239
-10.440000000000001,495.4455897435941,506.5564615384994,509.0,973.7850769228519,528.3786153845847,465.9327692307825,511.48405128206366,626.7317000001051,465.0,641.0501025640649,512.7712307692427,528.8809230769575,543.5569743589623,467.1210769230563,512.0555384615039
-10.4,496.0,515.7872307693153,508.61082051281306,948.8813333328605,526.2011282050951,467.9168205128598,512.0,632.8273846154291,465.4163171355657,633.870615384581,513.0,531.3983076923457,543.0,467.90456410256996,508.9786153846098
-10.36,496.0,523.011700000092,508.0,919.8756521733237,524.154578005079,470.9521538461629,512.535333333346,638.9812307692628,466.0,625.1743076922064,513.8225128205183,534.9669743590007,543.9886153846389,468.0,506.26779487177845
-10.32,496.0,529.0080000000664,508.4404615384713,887.679589743384,523.0518461538443,473.02907692310373,513.5609743589824,644.4458974359555,466.46610256411714,615.9435384613806,514.8459846547347,539.5869230769874,546.0398974359335,468.0,504.6082564102419
-10.280000000000001,496.5455897436014,533.0276410256632,509.0,851.4664615381524,521.1010999999963,476.10600000004564,514.5866153846298,648.8592820513537,467.47945000000567,607.5224615384217,516.7424615384791,544.1721025641792,548.0911794872028,468.0,503.1652307692087
-10.24,497.0,533.946717948712,509.0,811.921999999418,520.0262051281971,479.12163682868686,516.2245128205257,650.7385677749564,468.0,598.4819999999379,517.0,548.2746666667156,550.1424615384764,468.0,501.1139487179411
-10.2,497.0,532.7632307691939,508.4826153845997,769.2236923067993,518.0011282050997,481.168102564144,517.6378974359011,651.7635384615461,468.5173846154003,589.2512307691117,517.9225128205343,551.1886153846324,552.1639000000207,468.0,499.5313333333232
-10.16,497.0,529.3726153845186,508.0,726.21614999905,516.0,483.109692307698,519.3236828644632,651.2108205128121,469.0,580.0204615382862,518.9481538461595,552.0,553.5953452685537,468.0,499.0
-10.120000000000001,497.0,522.9583589743465,508.0,682.2216923073961,515.8985641025571,484.13533333334533,521.3732307692529,648.5555384614945,469.5686666666716,570.7896923076518,519.9737948718056,551.3544102564042,554.0,468.0,498.48005128204073
-10.08,497.0,514.5973846153136,508.0,638.1191282046344,513.9236410256311,485.0,523.4245128205476,644.63815384607,470.594307692319,561.5589230768439,521.9988717949058,549.0366499999982,554.6455897435967,468.0,497.45441025640457
-10.04,498.3475897436104,505.18512820498586,508.0,595.9692820505514,512.8979999999838,485.0,524.737897435904,639.6694871794516,471.61994871796634,551.3646153844641,523.0,546.6575384615282,555.0,468.0,497.0
-10.0,499.0,494.9287179485611,508.0,554.9279999999715,511.74471794867884,484.62676923076475,526.4889000000053,635.4330256409844,472.0,543.0865641023927,523.0250769230779,543.9093846153505,555.6968717948831,468.1327692307788,496.40312820510985
-9.96,499.7250769230829,484.90507692304584,508.0,518.0602051279642,509.8467179487125,482.78774358973504,527.0,630.4130769229939,472.67123076923764,533.8962564102256,524.1014358974504,540.1099487178781,556.7225128205305,469.0,496.0
-9.92,500.75071794872383,475.4158974357994,508.0,483.3482564098403,508.6421538461302,481.5254219948577,527.0,624.3418461538405,473.69687179488506,526.7167692306941,526.0763589743726,536.0150383630911,557.7481538461604,469.0,496.0
-9.879999999999999,502.5487468030854,465.45007672621074,508.0,451.86907692259314,506.7954358974225,479.7390256410096,527.0,618.1879999999641,474.7225128205324,519.6777499999187,527.1020000000176,532.6863076922863,560.3213846154057,469.0,496.0
-9.84,504.59887179489846,456.54297435883626,508.0,424.490461538397,505.76979487179375,479.0,525.319076923063,612.0341538460801,475.0,514.6694871794052,528.127641025644,529.6093846153605,562.5988717948984,469.23533333334484,496.0
-9.8,506.65015384619306,448.6706153845048,508.0,400.52610256393183,504.4883076922929,478.6877435897383,525.0,607.0277499999355,475.7737948718037,509.63302564102185,529.0,526.5324615384185,565.4752307692896,470.0,496.0
