,Resp_wave,ACCVert,ACCLat,ACCLong,Jerk
-10.120000000000001,489.30413750000645,-848.4331000000606,-367.0,255.1751749999546,10.114875294545726
-10.08,484.78801025641303,-846.0,-371.4920749999096,252.56689999994836,11.38760568841428
-10.04,481.2640846153856,-845.5668999999573,-364.6241250001603,260.2420749999252,11.217471812295615
-10.0,477.58906393862446,-850.0,-369.5993000000302,259.7160250000277,11.282425160548618
-9.96,474.74528717949113,-839.4329250000052,-360.46689999999705,250.0,11.524453385918969
-9.92,472.69400512820835,-848.4668999999624,-367.0,254.3170749999341,10.604775908190177
-9.879999999999999,471.3213615384628,-839.3998250000742,-370.4668999999011,253.46689999990113,9.726318823446366
-9.84,469.5914410256429,-849.5331000000785,-367.0,253.53310000007852,10.085542837849003
-9.8,468.2700794871801,-840.1001749999365,-364.0662000001693,252.53310000008466,10.183114726424424
-9.76,467.2444384615387,-850.0,-370.71777499964,251.5331000000758,9.783100044831365
-9.719999999999999,466.2207953964211,-846.533100000067,-363.0,253.4668999999331,10.271258920195457
-9.68,466.8042794871776,-842.7337999999315,-367.0,246.36689999996577,10.388190199147541
-9.64,466.17007948718106,-843.3668999999729,-376.8741250001017,250.0,9.61417707994428
-9.6,466.0,-846.3549333335058,-370.1894333331825,250.0,9.775892439520916
-9.559999999999999,466.0,-847.6331000000273,-364.63310000002735,251.63310000002735,10.35935499926975
-9.52,466.0,-843.266200000175,-368.46759999964996,249.36689999991248,11.309410364249567
-9.48,466.90917249999774,-845.3579250001408,-370.26620000016084,246.7337999998392,11.03371657922546
-9.440000000000001,467.9324846153824,-844.6331000000733,-371.0,252.6331000000733,11.11270087228079
-9.4,468.95567519181463,-843.7331000000388,-364.73310000003886,247.73310000003883,11.31528225444905
-9.36,469.0,-840.2829250000524,-362.26689999997006,253.26689999997004,11.886209982463265
-9.32,470.006843589743,-842.0,-374.0,246.53379999995428,11.090420164078369
-9.280000000000001,471.03248461538436,-841.0177749999252,-371.78292500002755,251.26689999998425,11.593575845128798
-9.24,472.0581256410256,-844.2668999999931,-365.26689999999314,245.46620000001374,11.802861965027313
-9.2,473.08376666666425,-843.4662000000376,-365.53379999996235,253.26689999998118,10.696506311674984
-9.16,474.0,-850.266899999903,-370.46620000019396,256.79982500007276,10.515445290454302
-9.120000000000001,474.1347033248065,-850.1993000001844,-361.7331000000614,250.0,10.316184237238863
