,Resp_wave,ACCVert,ACCLat,ACCLong,Jerk
-11.879999999999999,500.99999999999994,-850.0000000000018,-573.0,234.0,11.201234540823481
-11.84,499.974358974359,-846.0,-568.2500000000003,241.00000000000045,7.681450106278028
-11.8,499.0,-842.4999999999984,-567.4999999999993,239.99999999999912,8.728249301282004
-11.76,498.9230769230769,-854.0000000000018,-565.7499999999983,240.00000000000088,11.545525160688143
-11.72,498.0,-850.0,-562.0,242.0,10.737207411375804
-11.68,498.0,-845.0000000000005,-558.9999999999995,235.99999999999912,9.497875503558925
-11.64,497.8717948717949,-852.6666666666674,-570.999999999997,233.99999999999764,12.204077637541872
-11.6,497.0,-847.3333333333326,-569.6666666666645,237.99999999999764,11.179069682313349
-11.56,497.0,-851.9999999999982,-566.7500000000007,236.99999999999912,12.712041536191064
-11.52,497.0,-862.0,-569.0,242.0,13.353981714536284
-11.479,497.0,-848.0000000000009,-570.9999999999991,236.00000000000088,12.4018948511473
-11.439,497.0,-839.0,-568.2500000000003,241.00000000000045,10.508038729677427
-11.399000000000001,497.0,-853.9999999999947,-576.9999999999933,234.0,12.764944110850063
-11.359,497.0,-846.0,-571.9999999999986,238.0,11.096943805117277
-11.318999999999999,497.0,-850.0,-571.0000000000009,238.00000000000176,10.113314711893295
-11.279,497.0,-846.0,-575.0000000000009,238.0,11.833731370715308
-11.239,497.4102564102564,-846.0,-577.0,242.0,7.0519042104474705
-11.199,497.5641025641026,-850.0,-563.7499999999992,234.99999999999955,10.83325415487317
-11.158999999999999,497.4615384615385,-850.0000000000018,-565.5000000000016,244.00000000000088,10.964410902236855
-11.119,498.0,-849.0000000000005,-564.7499999999987,238.0,7.865180411485869
-11.079,498.0,-842.0,-569.0,242.0,11.457558497041699
-11.039,498.0,-850.0,-572.0000000000005,245.00000000000045,10.816739703865421
-10.998999999999999,498.0,-842.0,-567.4999999999993,236.00000000000088,8.47853261062338
-10.959,498.5641025641026,-849.0000000000005,-560.0000000000009,234.0,12.02210591798083
-10.919,499.0,-842.0,-577.0,238.0,10.360934349163298
-10.879,499.0,-850.0,-569.0,236.99999999999912,7.581817132721477
-10.839,499.0,-847.9999999999991,-567.5000000000007,239.99999999999912,8.661961379487074
-10.799,499.0,-849.0000000000005,-569.9999999999995,241.00000000000045,9.350215667405772
-10.759,499.6923076923077,-846.0,-569.0,242.0,12.364631083176779
-10.719000000000001,500.0,-850.0,-570.9999999999982,232.99999999999733,12.39293701441651
-10.679,500.0,-851.9999999999991,-571.0000000000009,242.0,13.130413710529085
-10.639,500.76923076923083,-842.0,-564.6666666666674,236.6666666666651,8.495844464747591
-10.599,501.79487179487177,-839.0,-569.0,234.0,13.307504456866406
-10.559000000000001,502.0,-850.0,-573.0,241.99999999999466,13.024690972419895
-10.519,502.8461538461538,-853.0000000000005,-567.2500000000008,242.0,10.30560385225119
-10.479,503.8717948717949,-848.0000000000026,-563.9999999999991,242.0,10.173620422365559
-10.439,505.74999999999994,-854.0,-565.0000000000005,241.00000000000045,12.55588334326506
-10.399000000000001,506.89743589743586,-850.0,-569.0000000000018,238.0,6.197481314540269
-10.359,507.9230769230769,-850.9999999999995,-562.0,242.0,13.003516315346692
-10.318999999999999,508.94871794871796,-849.9999999999982,-564.0000000000009,244.00000000000088,9.755816889188388
-10.279,509.974358974359,-848.0000000000009,-555.9999999999991,242.0,11.561717695942109
-10.239,511.0,-850.0,-573.0,246.0,10.290365979073588
-10.199,513.025641025641,-846.9999999999995,-558.0,241.00000000000045,8.176390749293502
-10.158999999999999,514.0,-846.0,-565.5000000000016,240.00000000000088,12.603014524976816
-10.119,514.0769230769231,-852.0000000000009,-560.7499999999987,244.00000000000088,14.857860143518522
-10.079,515.1025641025641,-842.0,-577.0,238.0,11.814978410704757
-10.039,516.0,-854.0,-564.0000000000009,246.0,7.551158241097455
-9.998999999999999,516.1538461538462,-849.9999999999982,-561.4999999999949,240.00000000000088,12.348187231579582
-9.959,517.0,-844.9999999999986,-567.7499999999992,238.0,13.788584426503284
-9.919,517.0,-854.0,-558.0,238.0,13.228237344716664
-9.879,517.0,-847.0000000000009,-560.9999999999991,243.00000000000088,11.493771635077351
-9.839,516.75,-840.4999999999993,-567.5000000000024,240.00000000000088,15.600760705724213
-9.799,515.7435897435897,-856.0000000000009,-574.2500000000013,234.99999999999955,9.04656271073971
-9.759,514.7179487179487,-854.0,-566.0,246.0,8.678522285734058
-9.719000000000001,514.0,-846.9999999999991,-563.0000000000026,243.99999999999824,9.415062363698835
-9.679,513.6666666666666,-842.5000000000016,-569.5000000000016,239.99999999999733,11.913688755662644
-9.639,512.6410256410256,-849.9999999999976,-573.3333333333355,237.99999999999764,10.625425958788922
-9.599,511.61538461538464,-846.0,-566.0,238.0,10.727873439483359
-9.559000000000001,510.58974358974365,-849.9999999999965,-562.0000000000049,242.0,10.24238093167172
-9.519,509.5641025641026,-852.9999999999986,-568.2500000000003,238.99999999999955,9.726746884479708
-9.479,508.5384615384615,-849.9999999999982,-569.0,244.00000000000088,11.006876509038843
-9.439,507.5128205128205,-844.2500000000008,-562.0,233.00000000000045,13.665414655118818
-9.399000000000001,506.4871794871795,-850.0000000000018,-566.0,234.00000000000176,12.962414331310077
-9.359,505.46153846153845,-848.0000000000009,-568.2500000000003,242.0,9.463277038852436
-9.318999999999999,505.0,-846.0000000000018,-559.9999999999991,239.99999999999912,13.261979557842212
-9.279,504.4102564102564,-850.9999999999995,-559.9999999999991,241.00000000000045,8.446901868541303
-9.239,504.0,-846.0,-569.0,242.0,13.585473514478315
-9.199,503.375,-856.0000000000009,-566.0,238.0,12.642058171613177
-9.158999999999999,503.0,-848.0000000000009,-563.5000000000024,236.00000000000088,12.699018924227598
-9.119,503.0,-852.0000000000009,-565.0000000000005,246.0,12.054994893541547
-9.079,503.0,-842.0,-566.0,234.0,9.707187310140514
-9.039,503.0,-844.9999999999986,-560.7499999999987,238.99999999999955,11.467528901213951
-8.998999999999999,503.0,-842.0,-572.9999999999982,239.99999999999912,11.61896421438296
-8.959,503.0,-854.0,-565.0000000000005,245.00000000000045,15.000357986845925
-8.919,502.20512820512823,-850.0,-562.0,238.0,10.861736118001598
-8.879,502.0,-844.0000000000018,-563.0000000000009,242.0,9.063557165209135
-8.839,502.0,-844.4999999999976,-569.0,231.99999999999912,10.000271631465509
-8.799,502.0,-842.0,-568.7499999999987,232.99999999999866,12.96620838094052
-8.759,502.0,-846.0,-577.0,238.0,13.833262533969457
-8.719000000000001,502.0,-847.9999999999982,-581.0000000000035,238.99999999999912,11.254404512310257
-8.679,502.0,-850.0,-573.0000000000018,237.99999999999645,11.513326401614384
-8.639,502.0,-847.3333333333326,-568.0000000000006,238.0,9.210556214309946
-8.599,502.0,-854.0,-569.0,234.0,10.420184397294769
-8.559000000000001,502.99999999999994,-842.0,-580.9999999999933,237.99999999999824,12.062388258209198
-8.519,502.0,-850.0,-576.0000000000005,241.00000000000045,8.424473929022891
-8.479,502.0,-845.9999999999982,-573.0000000000018,239.99999999999912,10.064515942001432
-8.439,502.0,-849.0000000000005,-575.0000000000009,237.00000000000045,10.432141092135208
-8.399000000000001,502.0,-845.9999999999982,-569.0000000000018,234.00000000000355,12.881677714711213
-8.359,502.0,-848.0000000000009,-564.7499999999987,240.00000000000088,15.122909656006293
-8.318999999999999,502.1538461538462,-849.9999999999965,-573.0000000000018,238.0,9.468753474079552
-8.279,502.8205128205128,-845.0000000000005,-576.0000000000005,238.0,7.983268519541379
-8.239,502.2051282051282,-858.0,-566.0,238.0,12.903505443008076
-8.199,503.0,-846.0,-573.2500000000017,234.99999999999955,12.484605556238371
-8.158999999999999,503.0,-846.0000000000018,-573.0,238.0,8.721413773028148
-8.119,503.0,-858.0,-567.7499999999992,242.0,11.156143712389673
-8.079,503.0,-846.0,-577.0,234.0,10.099972383212778
-8.039,503.3333333333333,-850.0,-567.7499999999992,236.00000000000088,12.081901022304946
-7.999,504.0,-848.0,-573.0,238.0,11.547763573007217
-7.959,504.0,-855.9999999999991,-573.0,238.0,11.241844856485356
-7.919,504.0,-846.0,-573.0,242.0,13.537167367969582
-7.879,504.0,-844.9999999999995,-567.2499999999992,236.99999999999955,10.812976034232754
-7.839,504.0,-848.0000000000005,-570.9999999999995,237.99999999999912,11.004630315419654
-7.799,504.46153846153845,-851.9999999999991,-571.0000000000009,246.0,14.821214095163402
-7.759,505.0,-850.0,-558.0,242.0,10.748231653538877
-7.719,505.5128205128205,-853.0000000000005,-567.7499999999992,241.00000000000045,10.133343255580462
-7.679,506.0,-847.9999999999995,-575.5000000000022,232.00000000000045,12.048314382282786
-7.639,506.56410256410254,-846.0000000000011,-567.0000000000003,242.0,9.883100113556505
-7.599,507.5897435897436,-842.0,-569.0,242.0,12.85281390425665
-7.559,508.0,-846.0,-562.0,238.0,13.187031846956376
-7.519,508.64102564102564,-842.9999999999995,-571.2500000000008,238.0,13.447989275192114
-7.479,509.6666666666667,-844.0,-561.5,242.0,13.842305988102893
-7.439,510.6923076923077,-851.9999999999995,-571.0000000000005,238.0,11.469354787696231
-7.399,511.71794871794873,-854.0,-566.0,242.0,9.199239555228266
-7.359,512.7435897435897,-842.0,-562.0,234.0,10.306501570513634
-7.319,513.75,-844.0,-564.0,242.0,8.799667971819034
-7.279,514.7692307692307,-849.0000000000007,-575.2499999999987,243.00000000000023,16.005941336575887
-7.239,515.0,-850.0,-562.0,242.0,8.563814148361342
-7.199,515.8205128205128,-856.9999999999998,-567.2499999999997,238.0,10.096219376625232
-7.159,516.8461538461538,-842.5,-565.5,238.0,12.850472705947576
-7.119,517.8717948717949,-846.0,-565.0000000000005,241.00000000000045,12.33757549384254
-7.079,518.0,-854.0,-573.0,246.0,10.35106787246798
-7.039,517.0769230769231,-847.0000000000002,-568.2499999999999,238.0,8.070065871658155
-6.9990000000000006,517.0,-844.0000000000005,-567.5000000000003,244.00000000000045,14.790009627529708
-6.959,517.0,-849.0000000000005,-566.7499999999997,238.99999999999955,11.879994586488305
-6.9190000000000005,516.0,-845.9999999999991,-566.0,245.99999999999912,8.446929971372056
-6.879,514.974358974359,-845.0000000000014,-566.0,242.0,9.865521456952509
-6.839,514.0,-849.9999999999991,-570.9999999999995,237.99999999999912,12.716876920242864
-6.7989999999999995,513.9230769230769,-842.9999999999995,-573.0,238.0,9.164277371689545
-6.759,512.8974358974359,-846.0,-569.0,242.0,10.753537868906758
-6.718999999999999,511.875,-845.0000000000014,-571.9999999999995,242.0,9.402738554508725
-6.679,510.87179487179486,-846.0000000000009,-569.0,238.00000000000088,8.26697299316525
-6.638999999999999,510.0,-843.3333333333326,-565.6666666666621,238.0,11.366560184500376
-6.599,509.8205128205128,-846.0,-569.0,234.0,8.44431313783458
-6.558999999999999,509.0,-853.9999999999976,-569.0000000000011,238.0000000000012,11.609355790295368
-6.519,508.7692307692308,-844.9999999999986,-569.9999999999995,238.0,10.143569903291144
-6.478999999999999,508.0,-850.0,-569.0,242.0,7.465180808873498
-6.439,507.71794871794873,-847.9999999999995,-568.7500000000006,242.99999999999935,11.865825324196576
-6.398999999999999,507.0,-846.0000000000009,-572.9999999999967,238.00000000000088,13.876086520528407
-6.359,507.0,-850.9999999999993,-570.2499999999994,236.99999999999977,12.04109046719996
-6.319000000000001,506.64102564102564,-848.0000000000009,-575.0000000000026,238.0,9.189004469154895
-6.279,506.0,-848.9999999999998,-568.2499999999999,235.99999999999955,13.201036856199961
-6.239000000000001,506.0,-846.0,-572.9999999999967,237.99999999999912,10.384913850866543
-6.199,505.56410256410254,-847.2499999999994,-566.7500000000001,231.99999999999955,10.074128560904429
-6.159000000000001,505.45,-847.9999999999974,-573.0,235.99999999999912,12.45540312768281
-6.119,505.53846153846155,-848.5000000000022,-573.0,236.00000000000045,11.652980343012143
-6.079000000000001,505.47499999999997,-846.0,-573.0,229.00000000000134,12.05466037179691
-6.039,505.5128205128205,-846.0,-566.0,234.0,10.785427120411418
-5.9990000000000006,505.0,-844.9999999999986,-574.2500000000013,238.99999999999955,12.748216041256855
-5.959,505.0,-847.9999999999995,-561.9999999999991,235.99999999999866,10.571242645411642
-5.9190000000000005,505.0,-854.9999999999986,-568.2499999999997,236.00000000000088,14.245947130353654
-5.879,505.0,-842.0,-577.0,238.0,11.293390359847015
-5.839,505.0,-846.9999999999995,-565.0000000000005,238.00000000000176,11.241912196347034
-5.7989999999999995,505.0,-852.0000000000005,-571.0000000000005,242.0,10.730372375971584
-5.759,505.0,-851.9999999999991,-564.7500000000013,243.99999999999912,11.886425326224273
-5.718999999999999,505.0,-842.0000000000035,-576.9999999999976,238.00000000000088,13.26390791248102
-5.679,505.0,-846.9999999999995,-571.9999999999986,240.00000000000088,11.661032908502001
-5.638999999999999,505.0,-850.0000000000011,-569.0,239.33333333333374,11.704661409172209
-5.599,505.0,-840.0000000000003,-571.6666666666663,236.66666666666626,10.435506419745726
-5.558999999999999,505.0,-846.0,-569.0,238.0,8.284785191702303
-5.519,505.0,-842.0,-569.0,246.0,12.09620467536909
-5.478999999999999,505.0,-850.9999999999967,-572.0000000000033,231.00000000000554,15.100963777789731
-5.439,505.0,-844.0,-575.0,234.0,12.680115271465297
-5.398999999999999,505.0,-846.0,-568.7499999999982,234.99999999999935,14.379479029756027
-5.359,505.0,-842.0,-566.0,238.0,10.961477680199149
-5.319000000000001,505.9230769230769,-852.0000000000014,-571.2500000000011,236.00000000000134,10.086344855998599
-5.279,506.0,-840.5,-571.5,238.0,13.556906626590507
-5.239000000000001,505.02564102564105,-844.9999999999995,-575.9999999999995,238.99999999999866,12.791508960578527
-5.199,506.0,-842.0,-577.0,234.0,11.817169697106547
-5.159000000000001,506.0,-851.000000000002,-565.2500000000025,239.000000000002,13.106132624351005
-5.119,506.0,-846.0000000000009,-579.0000000000014,234.00000000000088,15.109607945910792
-5.079000000000001,506.0,-844.0000000000009,-563.7500000000008,235.00000000000045,10.943573112501932
-5.039,506.0,-846.0,-569.0,234.0,13.553252266795486
-4.9990000000000006,506.0,-842.0,-567.7499999999992,236.00000000000088,8.743736307548582
-4.959,506.0,-842.4999999999992,-575.0000000000005,235.99999999999955,9.671868727705897
-4.9190000000000005,506.0,-847.0000000000005,-571.2499999999992,231.00000000000045,10.15077546460969
-4.879,506.20512820512823,-846.0,-566.0,234.0,11.838321223841957
-4.839,507.0,-849.0000000000005,-562.9999999999995,237.00000000000045,11.17930769061859
-4.7989999999999995,507.0,-847.9999999999995,-570.9999999999995,242.0,11.156875743305719
-4.759,507.0,-842.2499999999983,-577.9999999999986,241.99999999999824,14.39658374868697
-4.718999999999999,507.0,-849.9999999999991,-569.0000000000018,241.99999999999733,12.587113885224861
-4.679,507.3076923076923,-853.0000000000005,-570.9999999999991,241.00000000000045,11.913901844399428
-4.638999999999999,508.0,-851.3333333333326,-564.6666666666663,241.9999999999988,10.822247784561053
-4.599,508.0,-846.0,-564.6666666666663,238.0,9.97354261697506
-4.558999999999999,508.76923076923083,-848.0000000000014,-579.999999999998,242.0,16.63837503045915
-4.519,510.0,-850.0,-573.0,242.0,13.110653817763785
-4.478,510.46153846153845,-846.0000000000009,-572.9999999999991,238.0,9.462493960561703
-4.438000000000001,511.0,-848.9999999999995,-571.2499999999992,235.00000000000045,8.656146738320498
-4.398,511.5128205128205,-846.0,-566.0,242.0,9.665368953031793
-4.3580000000000005,512.0,-849.0000000000005,-562.0,241.00000000000045,8.229255764386435
-4.318,512.5641025641025,-847.9999999999995,-565.4999999999992,238.00000000000088,12.882600206820605
-4.2780000000000005,513.5897435897435,-848.9999999999995,-569.0,239.00000000000045,11.453029569060776
-4.2379999999999995,514.0,-845.9999999999991,-562.0000000000051,245.99999999999645,13.481985041922139
-4.198,514.625,-842.9999999999995,-573.0,239.99999999999912,8.130774877080494
-4.1579999999999995,515.0,-850.0000000000009,-567.4999999999997,233.99999999999912,13.60758547629443
-4.118,515.0,-850.0,-571.0000000000005,238.99999999999935,9.971788916931475
-4.077999999999999,515.0,-849.9999999999982,-572.9999999999984,233.99999999999912,12.673696521645834
-4.038,515.0,-855.0000000000014,-565.0000000000005,239.99999999999912,11.616738942403872
-3.9979999999999993,515.0,-846.0000000000014,-569.5000000000025,242.00000000000134,15.495488945496412
-3.958,514.2307692307693,-839.0,-570.0000000000003,235.00000000000034,13.242762501336657
-3.9179999999999993,514.0,-850.0,-569.0000000000018,242.0,10.200863852939417
-3.878,513.1794871794872,-841.7499999999997,-567.2500000000002,242.0,10.068815946763822
-3.837999999999999,512.1538461538462,-842.0,-569.0,240.000000000002,11.801240938611356
-3.798,511.12820512820514,-848.9999999999997,-562.9999999999999,237.0000000000001,9.63375556384806
-3.757999999999999,511.0,-846.0,-565.9999999999982,241.99999999999824,8.868893343690843
-3.718,510.0769230769231,-848.0000000000002,-561.0000000000001,228.99999999999966,13.299238198696651
-3.678000000000001,510.0,-846.0,-569.0,230.00000000000134,13.309507575138744
-3.638,509.02564102564105,-842.0,-570.3333333333331,240.66666666666686,10.111525925176363
-3.5980000000000008,509.0,-845.999999999998,-558.0000000000033,238.0000000000012,12.447928645447798
-3.558,508.0,-850.0,-581.0,242.0,10.480673137578467
-3.5180000000000007,507.974358974359,-852.0000000000011,-569.749999999998,237.00000000000057,12.523355741240307
-3.4779999999999998,507.0,-843.9999999999998,-569.0,231.99999999999977,9.457733905923778
-3.4380000000000006,507.0,-850.0,-569.0,232.99999999999923,10.519659312853259
-3.3979999999999997,507.0,-850.0,-580.9999999999986,238.00000000000088,11.007108298194465
-3.3580000000000005,507.0,-844.250000000001,-578.9999999999989,236.0000000000011,12.170431865278783
-3.3179999999999996,506.8461538461538,-848.0000000000002,-567.4999999999999,242.0,8.574079488892963
-3.2780000000000005,506.1794871794872,-842.0,-571.2499999999994,235.99999999999935,8.942394000416193
-3.2379999999999995,506.79487179487177,-846.0000000000005,-572.9999999999995,233.99999999999955,12.003113851323558
-3.1980000000000004,506.0,-849.0000000000006,-578.0000000000017,234.99999999999943,10.543981828506992
-3.1579999999999995,506.0,-846.0,-575.000000000002,238.0,14.942383038083651
-3.1180000000000003,506.0,-846.0,-564.9999999999997,234.0,7.9427262372327805
-3.0779999999999994,506.0,-845.9999999999995,-577.0,238.00000000000045,7.665062854718684
-3.0380000000000003,506.0,-842.0,-569.9999999999999,240.00000000000023,13.797921880770247
-2.9979999999999993,506.0,-846.0,-577.0,232.00000000000065,10.74758617525235
-2.958,506.0,-846.0,-570.0000000000003,238.0,9.89522822353533
-2.9179999999999993,506.0,-846.0000000000018,-573.0000000000018,237.99999999999912,10.605344657128636
-2.878,506.0,-840.7499999999998,-569.0,230.0,12.255662280640783
-2.837999999999999,506.0,-847.9999999999993,-570.9999999999993,239.99999999999935,10.68845579793233
-2.798,506.0,-845.0000000000001,-563.7499999999998,229.0000000000001,11.738792512365992
-2.757999999999999,506.4871794871795,-842.0,-562.0000000000024,234.00000000000088,11.879030930368423
-2.718,507.0,-859.0000000000003,-576.0000000000001,247.00000000000034,11.647628505204922
-2.678000000000001,507.0,-846.0,-573.0000000000014,237.99999999999866,14.331054287165275
-2.638,507.0,-843.3333333333331,-568.0000000000001,232.66666666666626,12.425357264139219
-2.5980000000000008,507.0,-850.0000000000011,-566.0000000000009,237.99999999999645,10.394624532942798
-2.558,507.0,-839.0,-566.0,238.0,9.199415352611256
-2.5180000000000007,507.0,-853.0000000000006,-572.9999999999977,232.99999999999832,11.27675260045968
-2.4779999999999998,507.0,-844.5000000000006,-582.9999999999998,238.0,11.586659697473626
-2.4380000000000006,507.0,-841.2499999999994,-574.9999999999984,236.99999999999923,12.260300913289697
-2.3979999999999997,507.0,-850.0,-569.0000000000023,234.00000000000088,13.858774868700847
-2.3580000000000005,507.0,-847.2500000000015,-569.0,240.0000000000011,10.267205567605956
-2.3179999999999996,507.0,-851.9999999999998,-574.9999999999998,238.0,10.981220162228084
-2.2780000000000005,507.7692307692308,-848.9999999999997,-581.999999999999,238.999999999999,12.341248003889708
-2.2379999999999995,507.2051282051282,-842.0000000000014,-572.9999999999992,234.00000000000045,10.967053551363618
-2.1980000000000004,507.0,-845.0000000000006,-573.0,237.00000000000057,9.149827851332475
-2.1579999999999995,507.84615384615387,-842.4999999999989,-561.9999999999986,235.999999999998,10.538138545340782
-2.1180000000000003,508.0,-850.0,-573.0,239.00000000000034,11.940469847586069
-2.0779999999999994,508.0,-835.0000000000022,-569.0000000000005,226.00000000000134,13.277785225389016
-2.0380000000000003,508.0,-843.2500000000003,-570.7499999999994,235.00000000000034,13.44139519714225
-1.9979999999999993,508.0,-842.4999999999989,-573.4999999999975,239.99999999999935,14.999235082764924
-1.9580000000000002,508.0,-843.0000000000001,-569.0,236.9999999999999,10.632028793789962
-1.9179999999999993,509.0,-853.9999999999986,-573.0000000000007,241.99999999999935,12.685637063840767
-1.8780000000000001,509.02564102564105,-840.7499999999998,-571.2500000000002,237.0000000000001,11.576823368472125
-1.8379999999999992,510.0,-838.4999999999931,-595.0000000000128,239.99999999999912,22.21142910187772
-1.798,510.0,-844.0000000000002,-567.2499999999998,239.0000000000001,10.143681489238938
-1.7579999999999991,510.10256410256414,-846.0,-573.0,241.99999999999912,7.570117373222556
-1.718,511.125,-841.2499999999999,-566.0,235.99999999999977,9.214305561885721
