,AU811,AU808,AU802,AU807,AU804,AU809,AU810,AU806,AU803,AU819,AU814,AU816,AU813,AU818,AU815,AU812,AU817,AU820
33.087,495.7948717948717,517.0,503.0,503.4249999999999,647.9743589743592,436.89743589743597,493.1538461538462,513.6153846153844,526.9000000000002,349.10256410256386,485.35897435897425,510.0,499.0,543.230769230769,509.02564102564116,487.0,478.0,507.1499999999998
33.127,495.0,505.74358974358853,502.8717948717948,503.58974358974365,650.5384615384615,437.9230769230769,494.1794871794873,510.6923076923076,531.0,346.0749999999998,484.33333333333326,510.7435897435898,499.9230769230769,541.179487179487,511.0769230769231,491.17948717948804,478.0,505.128205128205
33.167,495.0,495.5897435897431,502.0,504.61538461538464,651.0,438.94871794871807,495.4102564102565,508.6410256410254,534.1025641025645,342.0,484.0,511.7692307692308,500.0,538.6923076923075,512.5641025641027,498.30769230769266,478.0,503.0769230769231
33.207,495.0,487.46153846153845,502.0,505.0,651.0,439.94999999999993,497.46153846153845,506.5897435897435,538.2051282051284,337.87179487179515,484.0,512.0,499.0512820512821,535.1999999999999,514.1794871794873,504.61538461538464,478.0,501.025641025641
33.247,494.7179487179487,480.38461538461564,501.7948717948717,505.0,649.3076923076923,440.974358974359,499.5128205128204,504.54999999999995,542.2307692307693,332.9487179487179,483.2564102564102,512.8205128205128,499.0,531.6153846153846,516.2307692307693,513.1282051282046,478.8717948717948,499.48717948717945
33.287,494.0,474.49999999999983,501.0,506.3333333333333,645.5128205128208,442.0,501.5641025641024,502.53846153846155,545.4102564102561,331.925,483.0,513.8461538461538,499.0,528.5384615384618,518.2820512820512,524.2820512820518,479.8974358974359,497.9230769230769
33.327,494.33333333333326,470.3589743589749,501.0,507.6923076923077,639.6153846153853,443.0499999999999,503.9230769230769,500.7435897435898,549.5128205128201,331.2307692307692,483.0,514.8717948717948,500.0,525.4615384615386,520.3333333333331,535.0,480.0,495.871794871795
33.367,495.35897435897425,465.38461538461536,501.0,509.4358974358973,631.800000000001,445.02631578947364,506.99999999999983,499.71794871794884,553.4615384615385,334.5128205128202,483.0,515.8974358974358,500.0,522.3846153846154,522.3846153846152,548.2749999999994,480.925,495.0
33.407,496.38461538461524,461.2820512820515,501.0,510.7435897435896,622.6923076923078,446.0769230769229,510.43589743589695,498.38461538461564,556.5384615384613,339.76923076923003,483.0,516.9230769230769,500.0,519.3076923076925,524.4358974358973,561.6923076923068,481.9487179487179,493.7692307692309
33.447,497.82051282051304,456.97435897435867,501.3333333333334,511.7692307692308,611.5641025641012,447.1025641025642,514.1538461538464,496.6666666666666,559.6153846153848,346.53846153846183,483.0,517.9487179487181,500.0,517.4102564102564,526.4871794871796,577.076923076924,482.97435897435906,493.0
33.487,499.871794871795,451.84615384615387,501.6410256410256,512.7948717948718,599.3076923076916,448.1282051282052,518.0512820512827,495.6410256410256,562.4615384615385,357.1538461538476,483.0,518.974358974359,500.0,515.7692307692307,527.0,592.2307692307693,484.0,492.33333333333326
33.527,502.38461538461536,446.974358974359,501.38461538461536,513.0,588.0,449.15384615384613,522.3076923076925,495.0,564.2564102564103,370.076923076924,483.0,520.0,500.15384615384613,513.7179487179486,527.7948717948718,607.1025641025639,485.05128205128193,492.0
33.567,505.4615384615383,442.3076923076919,502.0,513.8461538461538,575.7179487179493,450.1794871794871,525.8461538461538,494.58974358974365,564.7179487179486,386.2631578947374,483.0,521.0499999999998,501.0,512.3333333333333,528.0,622.9487179487188,487.1025641025642,492.0
33.607,508.53846153846143,436.15384615384613,502.0,514.0,564.4871794871789,451.2051282051283,529.425,494.0,563.6923076923077,406.48717948718087,483.0,523.025641025641,501.2051282051283,510.61538461538464,527.1538461538462,637.6153846153846,489.0769230769231,492.0
33.647,511.0769230769231,430.00000000000034,502.0,513.1025641025642,554.1538461538462,452.2307692307692,531.9743589743589,493.53846153846155,561.6666666666669,431.1000000000005,483.0,524.1025641025639,502.0,510.0,525.2564102564104,651.9999999999993,490.10256410256403,491.2307692307692
33.687,513.6923076923075,423.84615384615455,502.0,513.0,543.0769230769237,453.2564102564102,534.5384615384612,493.0,557.9500000000003,459.53846153846155,484.0,526.0,502.2564102564102,509.2564102564104,523.2500000000001,664.3076923076909,491.128205128205,490.2051282051283
33.727,516.179487179487,418.07692307692366,502.0,512.0512820512821,533.846153846155,454.5641025641023,537.6153846153844,493.0,553.8461538461546,491.72499999999866,484.05128205128193,526.1025641025641,503.28205128205116,508.2307692307693,521.2051282051284,675.4615384615374,492.15384615384613,489.20000000000005
33.767,518.2307692307695,413.76923076923043,502.0,511.02564102564094,524.7692307692305,456.3076923076924,540.1282051282054,492.46153846153834,548.0769230769228,525.666666666671,486.0512820512821,527.1282051282052,504.3,507.20512820512806,519.1538461538462,684.2820512820523,493.0,489.0
33.807,520.2820512820515,411.128205128205,502.0,509.0,516.3846153846143,457.3250000000001,542.1794871794873,492.0,542.9487179487173,561.9230769230791,487.2307692307692,528.0,505.61538461538464,507.0,518.051282051282,691.615384615385,493.0,487.3076923076923
33.847,522.3000000000002,409.53846153846155,502.5641025641026,507.9749999999999,507.56410256410214,458.3333333333333,544.2307692307693,492.58974358974365,537.8205128205125,598.0263157894753,490.3076923076922,528.1794871794872,507.6666666666667,506.17499999999995,515.0769230769229,696.3846153846154,493.2307692307692,486.128205128205
33.887,523.6666666666667,409.4871794871795,503.0,506.94871794871807,500.61538461538464,459.3589743589744,546.2820512820512,492.4,533.1538461538462,631.5128205128224,493.3846153846156,529.2051282051283,509.71794871794884,505.15384615384613,513.0,698.974358974359,494.0,486.0
33.927,526.0769230769231,411.0,503.61538461538464,504.9487179487179,494.20512820512863,460.38461538461536,547.6666666666666,492.0,528.5641025641029,661.6000000000007,496.46153846153845,530.2307692307693,511.7692307692308,505.0,510.94871794871807,700.0,494.0,485.0769230769231
33.967,529.153846153846,413.025641025641,504.6410256410256,503.84615384615387,487.0750000000007,461.41025641025635,547.3076923076923,492.6410256410256,523.948717948718,686.6923076923077,499.7179487179485,531.2564102564102,514.230769230769,505.0,508.89743589743614,698.9230769230769,494.0,485.0
34.007,532.2307692307688,416.15384615384613,506.3333333333331,501.89743589743597,480.3076923076927,462.4358974358973,545.5641025641027,493.0,519.3076923076923,705.7948717948708,503.8205128205125,532.5641025641024,517.3076923076919,504.0769230769231,506.9230769230769,695.2500000000001,493.6923076923077,484.02564102564116
34.047,535.3076923076922,420.82051282051253,507.6923076923076,500.871794871795,474.15384615384613,463.46153846153834,543.5128205128208,493.0,515.871794871795,719.6410256410243,508.15384615384613,534.0,520.3846153846151,504.0,505.89743589743597,688.48717948718,493.0,484.0
34.087,538.3846153846157,425.94871794871824,509.4358974358977,499.8461538461538,467.99999999999926,464.97435897435923,539.9230769230763,493.71794871794884,512.6410256410254,727.1538461538465,513.0256410256416,534.0,523.4615384615388,504.97435897435906,504.7435897435896,679.1025641025635,493.0,483.97435897435884
34.127,541.4615384615387,431.6923076923077,511.4871794871796,499.0,462.2051282051279,467.02564102564116,536.6153846153843,494.0,509.7692307692308,728.4358974358973,517.6923076923081,534.0,526.5384615384618,505.0,502.8461538461538,665.7692307692307,493.0,483.0
34.167,543.6923076923077,438.4871794871799,513.5384615384615,499.0,457.0769230769231,469.0769230769231,532.7179487179485,494.0,507.0769230769229,725.0512820512818,523.5384615384615,533.6153846153846,529.0769230769231,505.0,501.8205128205127,648.4615384615374,492.61538461538464,483.0
34.207,544.8717948717948,445.6666666666671,516.3846153846152,499.0,452.3589743589743,471.6923076923078,529.4615384615385,494.7948717948717,504.6666666666666,717.3157894736835,529.0,532.2,531.6923076923078,505.0512820512821,500.7948717948717,627.9999999999987,492.0,482.8974358974359
34.247,545.0,453.53846153846155,520.2820512820514,499.0,448.6923076923075,475.3589743589746,525.6,495.0,501.9230769230769,706.666666666666,534.794871794872,530.1794871794873,533.5897435897436,505.9230769230769,500.0,605.0769230769231,492.0,482.0
34.287,545.0,461.0256410256406,523.5384615384615,499.0,445.61538461538464,480.6923076923077,522.3846153846156,495.0,500.2820512820513,695.5749999999996,539.8750000000001,528.5641025641027,534.6153846153846,505.10256410256403,499.75000000000006,581.4871794871809,492.0,482.0
34.327,544.0512820512821,467.4615384615377,528.25,499.0,442.5384615384617,486.1249999999999,519.3076923076927,495.0,497.8250000000002,682.3076923076923,544.9230769230769,527.0769230769231,535.0,505.871794871795,498.7435897435898,558.6410256410284,492.0,481.82500000000005
34.367,542.0512820512823,472.0769230769229,532.4871794871792,499.33333333333326,439.97435897435923,492.605263157894,515.3076923076924,495.0,496.2564102564104,668.9000000000002,550.0512820512818,525.0256410256411,535.0,505.0,498.0,536.076923076924,492.0,481.0
34.407,539.0,476.17948717948696,537.4871794871789,500.0,438.46153846153857,499.1538461538458,513.1025641025642,495.0,494.46153846153857,654.2307692307702,554.7435897435893,522.9743589743592,533.6500000000003,505.0,498.0,515.1025641025653,491.45000000000005,481.0
34.447,534.9499999999997,478.64102564102575,542.6153846153846,500.3846153846155,436.87179487179463,505.7804878048786,510.07692307692287,495.94871794871807,493.20512820512806,638.8461538461529,558.3846153846154,520.9230769230769,532.3076923076923,505.0,498.0,497.051282051281,490.4358974358973,481.2307692307693
34.487,532.8974358974355,479.84615384615387,547.7435897435903,501.4000000000001,435.41025641025635,512.8461538461538,507.0,496.0,492.1794871794871,623.1578947368406,561.4615384615386,518.8717948717948,530.5641025641024,505.0,497.6410256410256,481.3076923076923,489.41025641025635,482.0
34.527,528.7948717948716,480.0,552.8717948717951,502.4102564102564,434.38461538461536,520.7435897435903,504.94871794871807,496.0,490.3076923076923,608.7999999999985,564.0256410256411,517.4102564102564,528.5128205128204,505.0,497.38461538461536,467.6666666666654,488.38461538461536,482.84615384615404
34.567,524.7692307692307,478.2500000000001,559.0,503.4358974358975,433.3589743589744,528.2051282051286,502.84615384615364,496.0,489.1282051282052,593.6923076923068,565.5384615384615,515.7692307692307,526.4615384615385,505.0,497.58974358974365,457.0256410256404,486.71794871794884,485.3076923076923
34.607,521.6923076923078,477.1025641025641,564.1538461538457,504.46153846153845,432.3500000000001,536.1538461538462,499.9230769230769,496.0,489.0,579.1538461538462,566.5641025641025,513.7179487179488,523.6153846153848,505.0,497.0,448.61538461538464,486.0,487.3333333333331
34.647,518.4871794871799,475.15384615384613,570.2564102564097,505.97435897435884,431.3333333333333,543.5641025641021,498.79487179487194,496.0,489.0,566.5384615384622,567.0,512.3333333333334,521.3589743589746,505.0,497.0,441.52500000000003,485.3076923076923,491.43589743589723
34.687,514.5384615384615,472.15384615384636,575.3076923076923,507.5128205128204,430.3076923076923,550.7435897435889,496.871794871795,496.0,488.0512820512821,555.1282051282064,565.7692307692307,511.3076923076923,518.4615384615386,505.0,497.48717948717945,436.25641025641056,485.0,495.9230769230769
34.727,511.64102564102575,470.05128205128227,579.2051282051281,508.53846153846143,429.2820512820513,557.0769230769229,495.84615384615387,496.10256410256403,488.0,544.769230769231,563.0769230769232,511.0,516.2564102564104,505.0,497.4871794871796,431.12820512820576,485.0,501.4615384615381
34.767,509.3846153846152,468.0,581.0,509.5641025641027,428.2564102564102,561.48717948718,494.6410256410254,497.0,488.0,534.5128205128193,559.3333333333331,509.5128205128204,514.2051282051281,504.6153846153845,497.53846153846166,428.0,485.0,507.615384615385
34.807,506.53846153846155,464.94871794871773,580.8461538461538,510.58974358974365,428.7692307692308,565.5897435897439,493.0,497.0,486.97435897435884,526.2051282051277,555.2307692307693,508.2307692307692,511.2307692307692,504.4102564102565,498.0,423.94871794871773,485.0,513.7692307692307
34.847,504.4871794871795,462.8974358974358,579.2820512820514,512.2307692307693,429.7948717948719,568.7692307692307,492.775,497.1794871794871,486.0512820512821,518.0,549.6923076923073,507.225,510.05128205128193,505.0,498.0,421.9487179487179,486.58974358974376,520.4102564102566
34.887,502.7179487179487,460.84615384615387,574.9743589743587,513.0,430.8205128205129,571.8461538461537,492.0,498.0,486.9230769230769,509.7948717948722,543.5384615384612,507.0,508.05128205128193,505.0,498.61538461538464,420.9230769230769,487.8205128205129,528.1025641025645
34.927,501.38461538461536,459.0,569.6499999999999,513.0,431.84615384615387,574.9230769230771,491.7435897435898,498.0,485.90000000000003,501.5897435897431,537.4999999999998,506.1794871794871,506.0,505.0,499.0,420.10256410256403,488.84615384615387,536.3076923076923
34.967,499.66666666666674,458.74358974358995,563.3846153846154,513.0,432.8717948717948,578.0,490.7179487179488,498.2564102564102,485.0,493.4,531.3846153846154,505.15384615384613,504.97435897435906,505.0,499.0,421.0,490.78947368421063,544.3999999999997
35.007,498.6410256410257,457.0,555.9487179487185,512.2820512820514,433.8974358974358,580.0769230769229,490.0,499.0,485.0,485.53846153846155,526.0256410256413,505.0,503.9500000000001,505.0,499.0,421.15384615384613,491.9230769230769,552.51282051282
35.047,497.61538461538464,456.8205128205129,548.0256410256419,511.2564102564104,435.8461538461538,583.0999999999998,490.0,499.0,485.0,479.2820512820517,520.0769230769238,504.1025641025642,502.94871794871807,505.0,499.0,422.35897435897425,493.84999999999997,560.1282051282043
35.087,496.59999999999985,455.7948717948717,540.5384615384611,510.2307692307691,436.94871794871807,585.1025641025642,490.0,499.3333333333334,485.0,472.3589743589741,513.9230769230769,504.0,501.9230769230769,505.0,499.0,424.2051282051283,494.94871794871807,567.9230769230778
35.127,495.17948717948696,455.0,532.6666666666658,509.22499999999997,437.97435897435906,587.1538461538462,490.0,500.0,485.0,467.2307692307691,509.5128205128201,504.0,501.0,505.0,499.7435897435898,425.2307692307693,495.97435897435906,574.8461538461546
35.167,493.5641025641025,455.0,525.8461538461535,509.0,439.9500000000001,589.1025641025642,490.0,500.0,485.0,462.2820512820508,504.5128205128202,504.0,500.8717948717948,505.0,500.0,426.5128205128208,497.0,581.0000000000003
35.207,493.0,454.7435897435898,520.0769230769231,508.1794871794871,442.0,590.1282051282052,490.0,500.0,485.0,458.3846153846152,500.3076923076923,503.0,500.0,505.0,500.0,428.0,498.025641025641,585.7692307692307
35.247,492.51282051282055,454.0,514.9487179487182,507.15384615384613,443.0,591.1538461538462,490.0,500.41025641025635,485.0,455.3076923076923,497.15384615384636,503.0,499.8205128205129,505.66666666666674,500.0,428.6,499.0,589.8717948717946
35.287,491.4871794871795,454.0,509.82051282051304,507.0,445.05128205128193,592.0,490.48717948717945,500.5641025641026,485.0,452.4871794871796,494.0769230769229,502.9487179487179,499.0,506.6923076923077,500.84615384615387,430.3076923076923,499.075,593.2307692307693
35.327,491.0,453.66666666666674,505.15384615384613,506.1025641025642,447.10256410256386,591.7948717948718,491.0,500.46153846153845,485.0,450.4358974358976,492.0,502.0769230769231,498.7692307692308,506.2820512820513,501.0,431.33333333333326,500.0769230769231,596.3076923076923
35.367,490.4358974358975,453.0,501.5384615384617,505.0769230769231,449.0,590.7692307692307,491.0,501.0,485.35897435897425,448.0769230769231,489.97435897435906,503.0,498.2564102564102,506.7435897435896,500.1025641025642,432.7179487179485,501.10256410256403,596.2051282051283
35.407,490.0,453.0,498.46153846153885,505.0,449.20512820512806,589.4871794871796,491.0,501.0,486.0,445.66666666666674,489.0,503.0,498.71794871794884,507.0,500.9230769230769,434.76923076923055,502.0,594.3589743589746
35.447,490.0,453.0,495.38461538461536,505.0,451.1282051282052,587.4358974358973,491.0,501.53846153846155,486.4102564102565,444.28205128205116,489.0,503.0,498.0,508.5897435897438,501.0,437.23076923076957,502.0,591.4615384615385
35.487,489.3589743589743,453.4358974358975,492.3076923076922,505.0,452.15384615384613,585.0769230769231,491.0,502.0,486.5641025641025,442.61538461538464,489.0,503.15384615384613,498.0,510.64102564102575,501.97435897435906,440.74358974359,502.0,585.7692307692301
35.527,489.0,454.0,489.8205128205127,505.0,453.1794871794871,582.0,491.0,502.58974358974365,486.46153846153845,441.5897435897436,489.0,504.0,498.0,512.6923076923077,502.0,444.84615384615387,501.7948717948717,579.6153846153843
35.567,489.0,454.48717948717945,487.79999999999995,505.0512820512821,454.4102564102565,578.5641025641023,491.0,504.2307692307692,487.0,440.128205128205,489.0,504.0,498.0,515.6153846153844,502.0,450.410256410256,501.0,572.5384615384615
35.607,489.0,455.5128205128205,485.7692307692308,506.0,456.46153846153845,574.4615384615385,491.0,506.28205128205116,487.48717948717945,438.09999999999997,489.0,504.0,498.0,518.6923076923078,502.0,457.5897435897434,500.4871794871796,565.525
35.647,489.0,456.53846153846155,484.3589743589744,506.10256410256403,458.5128205128204,569.9487179487182,491.6923076923077,509.0,488.5128205128205,435.61538461538464,489.0,504.0,498.0,522.6923076923077,502.0,466.38461538461536,499.0,558.3589743589748
35.687,489.0,457.5641025641025,483.3333333333334,507.128205128205,460.84615384615347,565.3000000000004,492.0,511.38461538461536,489.0,432.5384615384617,489.20512820512806,504.0,498.0,526.7948717948716,502.0,477.20512820512755,498.6923076923077,552.1538461538469
35.727,489.0,458.5897435897435,482.3076923076924,508.0,463.61538461538436,561.2564102564107,492.0,514.153846153846,489.5641025641025,429.46153846153885,490.0,504.0,498.46153846153834,531.7499999999997,502.0,489.6666666666651,497.66666666666674,544.0
35.767,489.79487179487194,460.23076923076945,481.28205128205116,508.1538461538462,466.00000000000034,556.6923076923073,492.0,516.4500000000002,490.58974358974365,426.3846153846151,490.2564102564104,504.0,499.0,535.8974358974361,502.1282051282052,503.6153846153862,496.6410256410256,537.8461538461531
35.807,490.8205128205129,461.62500000000006,481.0,509.1794871794873,469.07692307692326,551.564102564102,492.7948717948719,519.2307692307694,491.0,423.3076923076919,491.0,504.0,499.0,540.0,503.0,518.6153846153865,495.61538461538464,531.7435897435895
35.847,491.84615384615387,463.2820512820514,481.0,510.0,472.5000000000001,546.9487179487177,493.0,522.3076923076923,491.0,420.8205128205127,491.0,503.61538461538464,499.0,544.0512820512823,503.0,535.3333333333344,495.0,526.6153846153846
35.887,492.8717948717948,465.3333333333334,480.2051282051283,510.2307692307692,476.53846153846155,542.8461538461538,493.84615384615387,526.179487179487,491.66666666666674,418.7692307692308,491.0,503.0,499.5641025641025,546.1025641025642,503.0,553.8250000000007,495.4102564102564,521.4871794871797
35.927,493.0,467.38461538461536,480.0,511.0,480.6410256410254,538.74358974359,494.0,530.2820512820514,492.0,417.3589743589744,491.71794871794884,503.0,500.0,548.0,503.0,573.8461538461538,496.4358974358975,516.4871794871792
35.967,493.9230769230769,470.15384615384596,480.0,511.2820512820512,484.74358974358955,534.6410256410257,494.8974358974359,534.3846153846154,492.0,417.0,493.0,502.53846153846155,500.0,547.8974358974359,503.2564102564102,595.0769230769218,497.46153846153845,512.3846153846154
36.007,494.9487179487179,473.2307692307689,480.0,512.0,489.3076923076923,531.1538461538462,495.0,538.4871794871792,492.0,417.0,493.41025641025635,501.51282051282055,500.0,546.74358974359,504.0,618.1025641025614,498.48717948717945,508.4615384615386
36.047,495.0,476.3076923076922,479.1025641025642,512.0,493.94871794871773,527.4358974358977,495.0,542.5897435897431,491.2307692307693,417.0,494.87179487179463,500.4871794871796,500.0,544.5384615384615,504.3076923076923,643.2307692307681,500.02564102564077,505.17948717948764
36.087,495.0,479.38461538461576,479.0,512.0,498.05128205128227,523.9999999999998,495.97435897435906,547.6153846153846,491.79487179487194,417.0,496.9230769230771,500.0,500.6923076923078,541.4615384615381,505.3333333333334,668.0769230769259,501.53846153846166,501.3076923076922
36.127,496.0,483.2820512820515,479.0,512.0,502.15384615384613,520.9230769230769,496.9750000000001,551.7948717948723,492.0,417.7692307692308,499.46153846153885,500.0,501.71794871794884,538.3846153846152,506.3589743589744,694.333333333335,502.5641025641027,498.2307692307689
36.167,496.0,487.38461538461536,479.97435897435906,512.4102564102565,506.25641025641045,517.8461538461536,496.0,556.8717948717951,492.0,418.7948717948719,502.00000000000017,499.4358974358974,502.7435897435898,535.0769230769231,507.375,721.8461538461538,503.58974358974365,495.15384615384596
36.207,495.9230769230769,491.4871794871792,480.0,513.0,509.76923076923094,514.7692307692306,498.025641025641,562.0,492.84999999999997,419.8205128205129,505.05128205128227,499.0,504.53846153846155,531.2307692307693,508.7692307692308,748.666666666665,504.0,492.4
36.247,495.0,496.4871794871797,480.0,512.5384615384615,512.2307692307693,511.6923076923077,499.0512820512821,567.1282051282049,492.1282051282052,420.82500000000005,509.15384615384613,499.0,505.7948717948717,527.8717948717946,510.41025641025635,772.9999999999984,504.6410256410256,490.0769230769231
36.287,494.8717948717948,501.61538461538464,481.0,512.4871794871794,514.9230769230768,508.6153846153848,500.15384615384613,572.2051282051284,492.8974358974359,422.6923076923077,514.384615384615,499.0,507.59999999999985,524.0769230769231,511.4358974358974,795.7435897435906,505.0,487.3333333333334
36.327,494.0,506.74358974358944,481.05128205128193,513.0,517.3333333333331,505.6000000000002,502.10256410256403,576.3076923076923,493.0,424.7435897435896,521.1282051282043,499.0,510.4615384615381,521.0250000000001,512.9230769230769,816.4615384615385,505.0,485.2820512820514
36.367,494.15384615384613,511.87179487179424,482.0,513.0,520.0769230769229,502.5384615384619,503.25641025641,580.2999999999998,493.0,427.69230769230734,528.9230769230763,499.0,512.6923076923076,518.3333333333335,514.4871794871794,836.0256410256399,505.0,483.61538461538464
36.407,495.0,517.0,482.10256410256403,513.0,523.153846153846,500.3076923076924,505.307692307692,583.3076923076922,493.0,431.6923076923076,538.4102564102558,499.0,514.7435897435896,515.9230769230772,516.0256410256408,854.5384615384594,505.0,482.58974358974365
36.447,495.2051282051283,524.0,483.1282051282052,513.5641025641027,527.7179487179491,497.384615384615,507.5384615384619,586.3846153846156,492.0,437.6923076923084,550.0000000000007,499.0,517.6923076923078,513.230769230769,518.0769230769231,873.0,504.2307692307692,481.5641025641025
36.487,496.2307692307692,530.1538461538469,484.0,514.5897435897436,532.7500000000002,494.30769230769215,510.82051282051304,589.1538461538462,493.0,446.76923076923134,563.6923076923077,499.0,519.8461538461538,511.5897435897435,519.5641025641027,891.4000000000018,504.0,481.0
36.527,497.5128205128205,536.3076923076927,484.1794871794871,515.0,537.8461538461538,491.2307692307692,514.6923076923077,590.0,493.0512820512821,459.0,578.051282051283,499.0,521.8974358974358,510.128205128205,521.1794871794873,907.4358974358964,503.2051282051281,480.5128205128205
36.567,499.5641025641027,542.3846153846154,485.2051282051283,515.6410256410256,542.9743589743587,490.0512820512821,517.7692307692307,589.5897435897434,494.0,474.5128205128194,592.4102564102573,499.8205128205129,523.948717948718,508.53846153846155,522.6153846153846,924.7692307692316,502.1794871794871,480.0
36.607,501.9230769230769,547.5128205128202,486.0,516.0,546.4615384615386,487.0769230769229,521.4102564102567,587.3076923076923,494.10256410256403,495.1794871794886,608.3076923076923,500.0,527.0,507.51282051282055,523.6410256410256,940.0769230769231,502.0,480.0
36.647,504.6666666666666,552.5128205128201,486.2564102564102,516.0,549.5384615384615,486.0,526.2307692307693,583.9743589743592,495.128205128205,519.0769230769231,623.1282051282043,499.1282051282052,529.025641025641,506.4871794871795,524.0,954.5384615384606,502.0,480.0
36.687,506.7179487179485,556.4615384615385,487.28205128205116,516.7179487179486,550.0,483.97435897435906,530.3333333333331,579.5897435897442,496.15384615384613,547.2820512820493,637.4871794871777,499.0,530.051282051282,505.46153846153845,524.0,969.7948717948705,502.0,479.4102564102565
36.727,508.76923076923055,559.3589743589743,488.3076923076922,517.0,550.0,482.94871794871807,534.3999999999996,574.1538461538469,497.35897435897425,581.1282051282003,650.1538461538458,499.0,531.0,505.0,523.2820512820514,983.8461538461538,502.9230769230769,479.6153846153845
36.767,511.23076923076957,560.7948717948717,489.3333333333334,517.0,547.2307692307693,481.9230769230769,538.4358974358977,568.3333333333327,499.2051282051283,623.2307692307705,662.4615384615399,499.0,530.8974358974358,505.0,522.2564102564102,995.6578947368431,503.0,480.0
36.807,513.871794871795,559.7692307692307,490.3500000000001,517.7948717948718,544.1538461538458,481.0,542.1538461538462,562.8461538461535,500.225,672.1538461538523,673.6250000000013,498.05128205128193,529.8717948717948,504.38461538461536,520.4999999999999,1004.1538461538462,503.0,480.0
36.847,516.3846153846154,558.2307692307693,492.05000000000024,517.1794871794871,541.0769230769229,480.8717948717948,545.6410256410257,557.0769230769231,501.46153846153845,724.2000000000036,683.9743589743596,498.0,528.6923076923077,503.3589743589743,518.4615384615385,1009.2499999999998,502.0,480.67500000000007
36.887,518.974358974359,554.5897435897433,494.71794871794884,517.0,536.0,480.15384615384613,549.3076923076925,551.5384615384614,503.7692307692307,774.8461538461568,693.3076923076923,498.0,526.825,503.0,516.45,1013.5128205128204,502.0,481.6923076923077
36.927,521.5384615384618,549.4615384615385,497.15384615384613,516.1282051282052,529.8717948717951,480.82500000000005,551.9230769230769,546.25641025641,506.84615384615404,822.2307692307693,701.5897435897431,498.02564102564094,525.4615384615387,503.0,515.2051282051283,1015.5641025641027,501.8974358974358,482.0
36.967,524.575,543.6666666666671,500.23076923076906,515.1025641025641,524.6923076923084,480.0,553.9743589743589,541.6923076923077,509.9230769230769,861.2051282051262,707.8461538461531,498.94871794871807,522.5897435897438,502.3,513.3589743589743,1017.3076923076923,499.9230769230769,482.0
37.007,527.6153846153846,536.8461538461542,503.3076923076919,514.1000000000001,518.5384615384615,479.7948717948719,554.4871794871796,536.6250000000001,512.9999999999998,891.7692307692291,713.0,498.0,520.5384615384615,502.0,511.3076923076923,1018.3333333333333,498.79487179487194,481.2307692307692
37.047,530.6923076923075,530.3750000000003,506.84615384615347,512.1538461538462,512.3846153846157,479.0,553.4615384615386,531.5641025641029,516.435897435897,914.2307692307693,717.0,498.0,518.4871794871796,502.0,509.2564102564104,1019.3589743589743,496.871794871795,481.0
37.087,533.1794871794873,523.3076923076918,510.9487179487184,511.05128205128193,506.2499999999996,478.7435897435896,551.8717948717946,526.9487179487177,520.5384615384618,929.3333333333345,716.8974358974358,498.0,516.4358974358973,502.0,508.10256410256403,1020.0,495.7,480.1794871794871
37.127,534.6153846153846,516.1282051282043,516.0769230769234,510.02564102564094,500.3589743589741,477.4358974358973,549.230769230769,522.8461538461538,524.6410256410261,937.4358974358977,714.7692307692307,498.0,514.0769230769231,502.0,506.15384615384613,1020.4146341463415,493.6923076923076,480.0
37.167,535.6410256410257,509.82051282051253,521.6923076923077,508.0,495.38461538461536,475.38461538461536,545.5384615384615,519.3076923076922,529.1794871794875,939.6153846153846,711.2820512820505,498.0,511.3333333333333,502.0,504.0526315789472,1021.0,491.8205128205127,480.0
37.207,536.0,504.2307692307692,527.9487179487182,506.94871794871807,491.46153846153857,473.3333333333333,541.4358974358972,515.6410256410254,533.8461538461538,936.9487179487179,703.9743589743584,498.0,509.28205128205116,502.0,503.0,1021.0,490.7948717948717,480.0
37.247,534.6153846153846,498.5641025641029,535.1282051282055,504.9487179487179,488.3846153846152,471.6410256410256,537.3333333333331,512.1538461538462,537.9487179487177,929.6410256410251,695.4615384615385,498.0,507.61538461538464,502.0,503.0,1021.0,489.7692307692308,480.0
37.287,533.2820512820514,493.94871794871807,542.9230769230769,503.9230769230769,485.53846153846155,470.2307692307692,532.5384615384615,509.07692307692326,542.051282051282,917.0769230769231,685.2051282051289,498.0,506.1794871794873,502.8974358974359,501.97435897435906,1021.0,488.7435897435898,480.0
37.327,531.5128205128208,489.84615384615387,550.4871794871791,502.79487179487194,483.7435897435898,468.1794871794873,528.1282051282054,506.00000000000034,546.1538461538462,900.2307692307703,674.5384615384626,498.0,504.5641025641026,503.0,501.0,1021.0,488.0,480.0
37.367,528.6923076923078,486.3076923076925,558.3333333333323,501.0,482.71794871794884,465.6923076923081,524.1000000000003,503.61538461538476,549.6923076923075,880.7435897435922,662.2307692307693,498.0,503.53846153846155,503.9487179487179,500.9230769230769,1021.0,488.0,480.0
37.407,525.6153846153848,483.82051282051304,565.8461538461535,500.846153846154,481.6923076923078,463.07692307692326,520.0256410256416,502.2820512820513,552.7692307692304,858.6153846153866,650.0000000000006,498.0,502.51282051282055,503.02564102564116,500.0,1021.0,488.0,480.02564102564094
