,Time_1,Resp_wave,ACCVert,ACCLat,ACCLong,Jerk
-12.44,-12.44,534.7632307692107,-877.6365000001529,-348.92199999991266,129.0,10.807145522966078
-12.4,-12.4,531.6863076922688,-880.3085000002627,-360.2340000010508,135.15600000070052,10.53780716839476
-12.36,-12.36,529.4103324807882,-885.0,-363.0214634142328,120.97853658576722,10.592515475325703
-12.32,-12.32,527.3601025640618,-878.0,-359.0,105.97800000067319,9.923386107090625
-12.28,-12.28,525.3088205128065,-879.4395000013424,-359.04399999902375,107.02199999951188,9.002702658830325
-12.24,-12.24,523.2575384615191,-870.0,-369.9780000002913,92.97800000029127,9.189448023407424
-12.2,-12.2,521.2062564102243,-870.0439999988881,-377.97800000055594,97.97800000055595,9.413123557327486
-12.16,-12.16,519.1549743589296,-873.0219999991812,-371.0,102.95600000163772,9.125456095935911
-12.120000000000001,-12.120000000000001,517.1036923076792,-871.9780000001723,-382.0,102.97800000017226,10.044655968802628
-12.08,-12.08,515.0524102563869,-876.978000000437,-392.97800000043696,115.97800000043694,10.462869628862743
-12.04,-12.04,514.0031202045908,-874.121999999503,-371.0914999996273,116.87800000049698,10.501891752206694
-12.0,-12.0,510.9774871794686,-880.3414999994301,-382.0,117.0,10.40945991137059
-11.96,-11.96,509.9036923076882,-872.1219999998867,-380.1219999998867,113.24399999977342,10.908140136817806
-11.92,-11.92,507.9280499999922,-870.0,-376.0365000006614,106.12199999962203,9.935063473589883
-11.879999999999999,-11.879999999999999,506.92620512819576,-870.1626666658221,-374.48799999746643,104.71533333481126,10.450599284628469
-11.84,-11.84,505.90056410254846,-873.8780000006782,-385.54250000254314,93.87800000067817,10.639110111579033
-11.8,-11.8,504.87492307690405,-874.0,-384.341333333595,102.1706666667975,10.795773620095437
-11.76,-11.76,503.84966751917744,-866.2439999994075,-376.12199999970375,101.71349999948156,10.147747702627301
-11.72,-11.72,502.8262051281991,-880.0835000002659,-382.33400000106354,106.22199999964548,10.243700408753098
-11.68,-11.68,501.80056410255173,-874.2219999993808,-367.3884999989164,117.0,10.063760869436095
-11.64,-11.64,500.5498461538193,-871.5560000014104,-371.5835000005289,120.2219999992948,10.05766358625394
-11.6,-11.6,498.7492820512804,-867.7780000002373,-374.1115000004152,108.55600000047455,10.068439625310177
-11.56,-11.56,497.723641025633,-868.7780000005001,-380.7780000005002,113.0,10.766950664128336
-11.52,-11.52,496.39599999997137,-874.2219999992351,-378.4439999984703,113.44399999847029,11.048726530683735
-11.48,-11.48,494.67235897434597,-873.2219999998817,-371.5835000000887,116.22199999988173,11.037446161726017
-11.44,-11.44,493.29524296674833,-872.3219999998217,-383.6780000001783,107.3219999998217,10.68754939550521
-11.4,-11.4,491.2472820512726,-876.6780000004412,-387.3219999995588,107.6780000004412,10.486932149206602
-11.36,-11.36,489.19599999997786,-862.3219999992941,-386.3219999992941,113.0,10.169248327515666
-11.32,-11.32,487.5723589743416,-884.3219999999407,-378.6780000000593,135.64399999988143,10.129779149320962
-11.28,-11.28,486.1160999999584,-869.3560000006479,-378.0,130.67800000032398,10.729449750751325
-11.24,-11.24,484.0934358974078,-875.3560000011737,-383.32199999941315,123.67800000058686,11.333626711714611
-11.2,-11.2,482.0421538461386,-870.0,-371.0,109.64399999829692,11.410220163498499
-11.16,-11.16,479.4901790280992,-873.321999999795,-376.1354999994364,113.0,10.907402942845783
-11.120000000000001,-11.120000000000001,477.472358974344,-872.4219999997368,-378.0,114.57800000026322,11.65021349723958
-11.08,-11.08,475.893435897419,-874.0,-374.0,119.84399999894421,11.430918097713494
-11.04,-11.04,473.8421538461451,-863.2659999976223,-381.57800000079254,128.15600000158514,11.137694488652508
-11.0,-11.0,472.3954358974252,-874.0,-380.4104999995986,121.0,10.96587788667144
-10.96,-10.96,471.3697948717779,-876.4219999995911,-363.0,109.84399999918224,10.77639376371028
-10.92,-10.92,469.6883076922917,-874.0,-369.57800000067357,111.57800000067355,10.13459821374614
-10.879999999999999,-10.879999999999999,469.0,-874.5626666665004,-373.5780000001247,118.12533333300084,9.73818620385795
-10.84,-10.84,468.29468030689645,-878.0,-360.5278048757215,120.49073170809285,10.58910039031658
-10.8,-10.8,467.2697948717812,-870.0,-372.2473333327512,117.637333333545,10.487598235883409
-10.76,-10.76,467.0,-878.4134999993224,-375.41349999932237,111.95600000077441,10.771590637440081
-10.719999999999999,-10.719999999999999,467.0,-872.4780000006518,-366.43400000195567,113.0,10.923064001125597
-10.68,-10.68,466.19287179486247,-874.0,-359.521999999876,109.0,10.704509714419986
-10.64,-10.64,466.0,-870.4780000002681,-376.6854999992625,112.52199999973182,9.4166227718406
-10.6,-10.6,466.0,-871.0439999989343,-376.9560000010657,117.0,9.5746503293666
-10.559999999999999,-10.559999999999999,465.14158974358685,-870.5659999976074,-371.3365000013957,114.52199999920246,9.935328061648265
-10.52,-10.52,465.0,-874.0,-370.3780000008558,146.7560000017116,9.859907156545447
-10.48,-10.48,465.0,-880.7164999998431,-371.0,124.62199999979079,9.936652650131506
-10.440000000000001,-10.440000000000001,465.9327692307825,-868.7560000009443,-362.8659999985837,99.96649999964592,10.400225452048971
-10.4,-10.4,467.9168205128598,-870.0,-361.3780000007368,102.62199999926321,10.506571178114964
-10.36,-10.36,470.9521538461629,-879.7104999997471,-369.13400000027593,120.37800000009197,10.447336485093237
-10.32,-10.32,473.02907692310373,-877.2439999992903,-363.7560000007097,124.62199999964513,10.675174265769796
-10.280000000000001,-10.280000000000001,476.10600000004564,-879.9664999995367,-380.62199999938224,153.37800000061776,10.803264216015766
-10.24,-10.24,479.12163682868686,-870.0,-368.6219999996582,137.0,11.078851727953396
-10.2,-10.2,481.168102564144,-871.8340000005915,-355.72199999980285,109.0,11.623071194726604
-10.16,-10.16,483.10969230769797,-873.721999999704,-370.7219999997041,86.5560000005918,12.440823042802952
-10.120000000000001,-10.120000000000001,484.1353333333453,-872.5560000011176,-400.7219999994412,165.1120000022352,12.273289938329262
-10.08,-10.08,485.0,-885.0,-367.55600000164696,146.27800000082348,13.046671694108465
-10.04,-10.04,485.0,-862.7219999998214,-350.2780000001787,113.0,12.753020226855051
-10.0,-10.0,484.62676923076475,-866.2780000004416,-367.0,110.3900000022078,12.514069218167394
-9.96,-9.96,482.78774358973504,-883.7219999992956,-368.2780000007045,126.44399999859108,12.265447701320548
-9.92,-9.92,481.5254219948577,-866.0,-360.8219999992355,158.1780000007645,13.120908257538618
-9.879999999999999,-9.879999999999999,479.7390256410096,-883.9040000004088,-399.8080000008176,169.80800000081757,12.278182879403003
-9.84,-9.84,479.0,-861.2879999993792,-345.46599999953435,121.0,12.563968710614406
-9.8,-9.8,478.6877435897383,-870.0,-351.2373333339088,98.0,13.169508941325848
-9.76,-9.76,477.66210256409096,-881.7604999981223,-371.0,122.64399999863443,12.904301781216358
-9.719999999999999,-9.719999999999999,476.6364615384436,-865.287999998191,-362.6439999990955,129.3560000009045,12.341646971814509
-9.68,-9.68,476.0,-874.8219999996991,-377.17800000030087,161.64399999939826,12.167633140533564
-9.64,-9.64,475.5862404092021,-880.6884999990134,-371.3115000009866,163.10999999718115,11.2996452026188
-9.6,-9.6,475.0,-868.9219999993762,-365.1560000012476,135.9219999993762,10.641136278291972
-9.559999999999999,-9.559999999999999,475.0,-867.921999999584,-372.441499999688,129.0,10.418667390803737
-9.52,-9.52,475.48917948718906,-872.1560000004838,-368.6134999995767,133.9219999997581,10.299238020084143
-9.48,-9.48,476.0,-870.0780000005047,-374.0,140.1560000010096,10.750641445571473
-9.440000000000001,-9.440000000000001,476.5404615384718,-870.0,-373.19149999942425,138.11349999865652,11.371469841001366
-9.4,-9.4,477.5519500000133,-874.0,-371.0,129.0,11.518124946578151
-9.36,-9.36,479.1322051282402,-874.9219999996125,-371.6914999997093,127.15600000077512,11.717783440511152
-9.32,-9.32,481.18046035809766,-862.2282926848192,-378.0,121.0,11.273935057787856
-9.280000000000001,-9.280000000000001,483.22964102566215,-867.0659999978739,-378.0,123.04399999858255,11.673059905632442
-9.24,-9.24,485.9213846154084,-863.978000000064,-386.0,136.46150000011184,11.481796056135543
-9.2,-9.2,488.99830769235047,-867.0219999996714,-376.0439999993428,146.9780000003286,11.633586895668927
-9.16,-9.16,492.7669743590566,-866.0,-374.06599999822555,147.9780000005915,11.95720238485098
-9.120000000000001,-9.120000000000001,496.1521538461842,-866.0,-394.978000000632,156.97800000063202,12.53740312609191
-9.08,-9.08,499.97210256414206,-860.0219999997904,-400.0659999993713,164.0,11.77521590377361
-9.04,-9.04,503.30600000004864,-851.0219999995257,-388.0439999990515,148.93400000142273,12.285215892819146
-9.0,-9.0,507.1691048594084,-850.243999998935,-378.1219999994675,151.75600000106502,12.329696381711791
-8.96,-8.96,509.63476923077826,-856.2439999984092,-405.29250000298276,178.34149999940345,12.072780328663974
-8.92,-8.92,512.5290769230968,-859.8780000001506,-397.7560000003012,170.36599999954822,11.614989852345524
-8.879999999999999,-8.879999999999999,514.7373333333592,-856.9919999991193,-397.5120000013209,176.0,12.379215803458143
-8.84,-8.84,516.7886153846539,-860.8780000004508,-411.0365000007889,164.0,11.678472225187834
-8.8,-8.8,518.8398974359056,-858.0,-389.7560000014274,144.6099999964315,10.920691927598629
-8.76,-8.76,519.0,-855.7560000001378,-398.0,152.0,10.428470552228964
-8.719999999999999,-8.719999999999999,519.9455897435993,-858.0,-386.0,165.87800000033354,11.271039746155784
-8.68,-8.68,519.0312531969203,-850.0,-398.0,180.2219999996082,9.903988323382453
-8.64,-8.64,519.9943076923246,-850.0,-401.5560000013094,198.7780000006547,10.845315807758823
-8.6,-8.6,518.9800512820514,-850.0,-386.7780000000099,207.0,11.527631336543736
-8.559999999999999,-8.559999999999999,517.954410256404,-851.7780000002746,-395.3340000008237,196.77800000027457,11.438100794938528
-8.52,-8.52,516.8575384615134,-858.0,-384.44399999892505,180.22199999946253,10.283438528048324
-8.48,-8.48,514.7093846153349,-853.7780000008004,-386.2219999991996,172.0,11.12824806736856
-8.440000000000001,-8.440000000000001,511.6334015345234,-849.2219999998462,-394.0,167.22199999984622,10.464041603335511
-8.4,-8.4,508.70882051281467,-854.0,-397.3560000004277,176.0634999996258,10.148566668375825
-8.36,-8.36,506.48630769227987,-855.356000000957,-404.643999999043,170.6780000004785,9.854712024527661
-8.32,-8.32,503.4093846153379,-850.3219999992585,-406.0,176.24149999944393,11.29320002386536
-8.280000000000001,-8.280000000000001,500.3324615384115,-851.3560000001896,-407.86450000026076,177.18650000016592,11.128317369537648
-8.24,-8.24,497.50369230768257,-851.0340000010784,-407.6780000003595,174.9365000006291,11.175314703218094
-8.2,-8.2,495.45241025638785,-855.3219999993759,-403.3219999993758,180.32199999937583,11.064522154611035
-8.16,-8.16,493.1241499999534,-846.9659999973388,-398.64399999822587,171.67800000088707,10.994677980166538
-8.120000000000001,-8.120000000000001,490.40265984651364,-851.4574999990982,-394.6780000002405,175.32199999975953,10.87751150703628
-8.08,-8.08,488.6774871794751,-850.0,-393.156000000601,165.68799999879792,11.425363515808415
-8.04,-8.04,486.95553846153075,-847.4219999994348,-403.42199999943483,161.4219999994348,11.526037637931596
-8.0,-8.0,484.62620512819626,-860.7340000024843,-397.57800000082807,170.3120000033124,12.117732918436296
-7.96,-7.96,483.6005641025489,-854.0,-410.0,175.42199999981761,12.721918225094083
-7.92,-7.92,482.149846153823,-849.2659999986614,-407.5780000004462,177.81649999966535,12.483694209297958
-7.88,-7.88,481.0,-847.8959999991971,-423.31200000240875,186.79199999839415,11.740115550938567
-7.84,-7.84,481.0,-850.2659999977609,-411.9335000005598,188.15600000149277,12.630018952229227
-7.8,-7.8,481.0,-850.0,-406.0,183.84399999979865,11.580943867716755
-7.76,-7.76,480.4749230769048,-845.5219999998402,-417.47800000015985,186.04399999968035,11.229662879775148
-7.72,-7.72,480.0,-840.1085000003177,-411.1085000003177,183.0,10.861857728384791
-7.68,-7.68,480.0,-844.4780000006874,-412.663499998797,196.52199999931258,11.957144914851929
-7.64,-7.64,480.0,-838.4780000001604,-410.3914999998797,204.04399999967922,11.317803675022747
-7.6,-7.6,480.6276410256612,-845.5219999996945,-435.56599999908354,209.27050000145107,11.71166721157507
-7.56,-7.56,481.65328205129333,-835.0,-424.56599999829217,202.3900000028464,11.935685387471853
-7.52,-7.52,482.6619500000058,-829.478000000833,-428.04399999833385,205.47800000083308,12.550170803706514
-7.48,-7.48,483.67718670077414,-828.2439999997534,-425.0,211.62199999987672,11.769909282433787
-7.44,-7.44,484.70200000001154,-835.3780000002456,-425.75600000049127,208.79550000116674,11.61279674430696
-7.4,-7.4,485.72764102565884,-828.3780000005094,-435.6219999994906,219.37800000050942,12.099933270093546
-7.36,-7.36,486.75328205128864,-835.0,-425.8659999976804,221.53950000212632,12.481772631437957
-7.32,-7.32,486.2210769230698,-834.3780000001275,-437.268000000765,214.37800000012749,12.045237091699684
-7.28,-7.28,486.0,-823.3780000003912,-437.0,220.96049999892395,12.109642357180114
-7.24,-7.24,486.0,-828.3780000006551,-431.75600000131016,219.58849999885362,12.220457035824255
-7.2,-7.2,486.0,-834.1340000011345,-418.62199999962183,216.78350000028362,12.799422091227322
-7.16,-7.16,486.0,-832.443999999863,-415.8879999997259,221.27800000006852,13.287579992173248
-7.12,-7.12,485.0954358974257,-841.2354999990862,-433.0,232.6794999984215,12.633368391076887
-7.08,-7.08,485.0,-828.1120000023844,-427.7219999994039,207.79250000223539,12.46229901863149
-7.04,-7.04,485.0,-828.721999999658,-425.55600000068387,213.27800000034193,12.388170384758329
-7.0,-7.0,484.018512820507,-824.4439999995716,-427.88799999914323,208.985499999411,11.561866960019787
-6.960000000000001,-6.960000000000001,484.9928717948597,-834.1659999985687,-436.16599999856874,217.5134999991651,10.898107287799354
-6.92,-6.92,484.03187032420715,-828.2780000007417,-424.66800000445056,207.16599999777472,11.109910461061743
-6.880000000000001,-6.880000000000001,485.0,-830.2879999973522,-435.42933333245077,211.0,11.439300283575
-6.84,-6.84,485.0,-833.1780000008373,-440.64399999832534,234.0,11.259682587315863
-6.800000000000001,-6.800000000000001,485.0,-826.1780000001908,-446.4384999996662,230.82199999980926,11.048533752438463
-6.76,-6.76,485.0,-826.8219999995446,-429.5340000013662,225.5104999987476,10.780263568751408
-6.720000000000001,-6.720000000000001,484.8672307692147,-828.1780000007183,-429.4659999978451,205.82199999928167,10.31778003473863
-6.68,-6.68,484.0,-828.8219999999264,-430.4659999997795,188.8219999999265,9.84731657859072
-6.640000000000001,-6.640000000000001,484.0,-835.0,-436.1780000003364,203.0,9.92928754384036
-6.6,-6.6,484.0,-830.4659999981968,-441.3560000012022,211.31150000105188,10.038211672782936
-6.5600000000000005,-6.5600000000000005,483.7672307692179,-825.9219999993406,-443.92199999934064,223.07800000065933,10.292942222277164
-6.52,-6.52,483.0,-828.9219999995485,-439.07800000045154,226.15600000090308,10.697729442662132
-6.48,-6.48,482.71594871794656,-820.8439999994451,-438.84399999944515,218.92199999972257,10.68710214240753
-6.4399999999999995,-6.4399999999999995,481.6903076922992,-823.1560000010842,-440.8439999989158,207.0780000005421,10.261340164846844
-6.4,-6.4,481.0,-832.84399999839,-429.31200000322,207.0,10.60891172713617
-6.359999999999999,-6.359999999999999,480.63902564101295,-839.0,-427.07800000016016,201.0780000001602,10.727345662189334
-6.32,-6.32,479.61338461538054,-833.5354999988365,-425.92199999957694,207.0,10.51789389964885
-6.279999999999999,-6.279999999999999,478.5990523690713,-838.9239024383572,-436.9239024383572,210.8478048767144,10.296667737568342
-6.24,-6.24,478.0,-835.0,-436.021999999254,203.97800000074602,10.820229684861236
-6.199999999999999,-6.199999999999999,477.5646666666542,-831.0439999997976,-433.0,204.97800000010122,10.170341930174944
-6.16,-6.16,477.0,-839.0,-431.9780000003641,205.0439999992718,10.293338551724998
-6.119999999999999,-6.119999999999999,477.0,-838.9340000018864,-425.0,191.0,10.738856039803201
-6.08,-6.08,476.4877435897355,-839.733500000502,-424.02199999933066,197.93400000200796,11.086893210012407
-6.039999999999999,-6.039999999999999,475.4621025640881,-836.9780000002469,-430.89000000123434,206.95600000049373,10.722160945145077
-6.0,-6.0,475.0,-832.9560000010196,-431.9780000005098,203.0,10.538000871306943
-5.960000000000001,-5.960000000000001,475.0,-831.0,-425.1626666659216,199.16266666592162,10.43583667569101
-5.92,-5.92,475.0,-834.121999999367,-425.0,199.87800000063308,10.662973130790643
-5.880000000000001,-5.880000000000001,475.0,-831.0,-435.8293333324419,201.34133333511627,11.073246366740044
-5.84,-5.84,475.0,-837.1219999997766,-429.4879999991063,206.75600000044685,11.761191026733174
-5.800000000000001,-5.800000000000001,475.6891794871872,-831.0,-439.87800000048634,207.0,12.205378683489746
-5.76,-5.76,476.0,-838.878000000751,-437.0,203.121999999249,12.311463154566416
-5.720000000000001,-5.720000000000001,476.74046153847456,-833.2439999997912,-428.1219999998956,203.0,11.55136706810095
-5.68,-5.68,477.7661025641219,-838.7134999993541,-423.12199999963093,205.12199999963093,10.698951816921475
-5.640000000000001,-5.640000000000001,478.77002493767293,-829.7780000004274,-433.0,205.77800000042734,9.966130307153055
-5.6,-5.6,479.0,-838.5560000013841,-429.22199999930797,206.77800000069203,10.230705005235574
-5.5600000000000005,-5.5600000000000005,479.0,-827.0,-429.77800000004544,203.0,10.01646193400211
-5.52,-5.52,479.84046153847225,-831.0,-429.4439999993798,212.7780000003101,10.945075712104826
-5.48,-5.48,480.8661025641196,-835.0,-429.88799999770794,203.0,11.107946422266728
-5.4399999999999995,-5.4399999999999995,481.0,-834.7780000008377,-429.4439999983246,202.5560000016754,11.995219547210594
-5.4,-5.4,481.0,-835.0,-427.4439999996178,202.2219999998089,11.756525935165321
-5.359999999999999,-5.359999999999999,480.0593861892505,-835.0,-435.32199999974887,204.0340000007534,12.206553372308772
-5.32,-5.32,480.96610256411634,-833.6439999989719,-431.67800000051403,204.32199999948597,11.873333176961877
-5.279999999999999,-5.279999999999999,480.0082564102363,-834.6780000007788,-437.3219999992213,210.67800000077872,11.75333203557091
-5.24,-5.24,481.0,-831.6780000001321,-429.6780000001321,199.0,10.655975994456023
-5.199999999999999,-5.199999999999999,481.04302564103506,-837.3219999996032,-426.0340000011904,196.6780000003968,10.793188343394853
-5.16,-5.16,482.0,-831.0,-425.0,197.6780000006597,10.22558016983053
-5.119999999999999,-5.119999999999999,482.0,-840.7925000003304,-407.20749999966966,192.28799999964764,10.139314828141062
-5.08,-5.08,482.11964194373843,-840.8134999995139,-425.0,209.64399999944445,10.455952503235373
-5.039999999999999,-5.039999999999999,483.0,-834.1560000006756,-426.5780000003378,201.42199999966218,10.976851438209637
-5.0,-5.0,483.0,-835.0,-423.84399999879855,204.42199999939928,10.651194365869943
-4.960000000000001,-4.960000000000001,483.16866666668005,-838.4373333344422,-425.0,197.87466666888437,10.341082176459548
-4.92,-4.92,484.0,-840.9884999996171,-433.0,195.5780000002188,10.198964790727793
-4.879,-4.879,484.0,-834.7919999989365,-429.0,200.89599999946827,10.314465563985538
-4.839,-4.839,484.0,-831.0,-432.7340000016263,204.4219999994579,10.493223940315197
-4.7989999999999995,-4.7989999999999995,484.2968717948873,-839.7384999985882,-431.7340000024203,202.57800000080678,10.818438141043577
-4.759,-4.759,485.0,-835.0,-429.0,205.30829268254243,11.47772840066163
-4.718999999999999,-4.718999999999999,485.0,-839.0,-423.95600000044044,205.95600000044044,11.174787094231835
-4.679,-4.679,485.0,-834.0439999990338,-426.9120000019325,200.52199999951688,10.905869333639561
-4.638999999999999,-4.638999999999999,485.396871794884,-840.5645000020564,-425.0,206.4780000007478,10.77656826082487
-4.599,-4.599,486.0,-839.3585000000759,-432.04399999979756,202.52199999989878,10.507078826159752
-4.558999999999999,-4.558999999999999,486.0,-839.0,-425.0,205.52199999963412,10.56710597617837
-4.519,-4.519,486.0,-830.0439999987424,-427.4780000006288,205.47800000062878,11.02568825344723
-4.478999999999999,-4.478999999999999,486.0,-833.9560000002053,-422.04399999979466,198.47800000010267,11.16323648633981
-4.439,-4.439,486.52373401536295,-831.3780000000422,-425.0,192.1340000001267,10.98809407343488
-4.398999999999999,-4.398999999999999,486.46554999998176,-836.2439999993862,-425.13400000092076,201.6219999996931,10.812769147197626
-4.359,-4.359,486.0,-837.3780000005698,-427.37800000056984,199.75600000113963,10.841258133125814
-4.319000000000001,-4.319000000000001,486.0,-831.6219999991673,-429.6219999991673,200.24399999833457,10.901925538762438
-4.279,-4.279,486.59943589744773,-832.0395000005167,-428.24399999962424,199.0,10.351026053822125
-4.239000000000001,-4.239000000000001,487.0,-841.4115000007889,-423.75600000090157,204.37800000045078,10.509213974884398
-4.199,-4.199,487.0,-835.756000001431,-430.6219999992845,203.0,11.015617625710044
-4.159000000000001,-4.159000000000001,487.67462915601413,-833.7560000001378,-429.0,200.24399999986224,10.535262493561643
-4.119,-4.119,488.0,-835.0,-431.8879999994843,195.2780000001289,10.96491421238268
-4.079000000000001,-4.079000000000001,488.72507692309176,-827.0,-425.0,201.55600000078365,11.388462769964981
-4.039,-4.039,489.0,-839.0,-430.112000002626,197.2780000006565,11.357543476071807
-3.9990000000000006,-3.9990000000000006,489.0,-838.2780000001741,-424.2780000001741,198.27800000017407,10.6793605553846
-3.9589999999999996,-3.9589999999999996,489.0,-838.4439999994509,-425.2780000002746,207.0,11.482442175947803
-3.9190000000000005,-3.9190000000000005,489.82764102565784,-838.485499998522,-422.2780000005375,201.72199999946253,11.381252382442648
