,Time_1,HR1bt,Resp_wave,Jerk,HR10bt,HR30bt,Resp_BPM,sResp_BPM,ACCVert,ACCLat,ACCLong
437.262,449.945537414966,59.84629044393645,480.6757948718523,11.642922732715608,62.108610210558005,60.132146779767474,5.001667222407809,16.4969078460058,-907.3560000009613,-59.8835000003605,217.1164999996395
437.302,449.985537414966,59.924457264663,482.0,9.893080688596287,62.09811612393122,60.16755382804626,5.001667222407809,16.48800175871104,-904.6439999987631,-51.356000001236914,218.1884999989177
437.342,450.025537414966,60.00262408538944,482.38917948719075,11.276284205115825,62.08762203730444,60.20296087632499,5.001667222407809,16.479095671416292,-894.643999998925,-62.82199999946249,226.0
437.382,450.08893877551014,60.080790906116,483.41482051284316,12.369865474439056,62.07712795067766,60.23836792460377,5.001667222407809,16.470189584121535,-913.0,-61.86650000017565,225.8220000002342
437.422,450.12893877551016,60.15895772684255,484.4404615384671,11.664576701174019,62.066633864050864,60.273774972882556,5.001667222407809,16.461283496826773,-902.1780000006512,-62.0,224.3560000013024
437.462,450.1689387755102,60.237124547568996,485.0,12.458432644035836,62.05613977742409,60.30918202116129,5.001667222407809,16.45237740953203,-912.6439999985357,-60.633500000549105,225.64399999853572
437.502,450.2089387755102,60.315291368295554,485.4904859335293,9.203509768575492,62.04564569079731,60.344589069440076,5.001667222407809,16.44347132223727,-917.6914999992377,-62.92199999898364,225.07800000101636
437.542,450.2489387755102,60.39345818902199,486.0,9.718425590309518,62.03515160417053,60.379996117718804,5.001667222407809,16.43456523494252,-905.0780000005261,-65.7854999985531,233.8439999989477
437.582,450.2889387755102,60.47162500974855,486.5404615384607,12.950472856050045,62.024657517543744,60.41540316599759,5.001667222407809,16.425659147647764,-915.9219999998363,-59.808500000122784,238.0
437.622,450.3289387755102,60.54979183047511,487.5519500000051,12.15675029814979,62.01416343091696,60.45081021427637,5.001667222407809,16.416753060353003,-902.9219999993602,-66.0,223.92199999936017
437.662,450.3689387755102,60.627958651201546,488.566102564108,10.389720834800233,62.00366934429018,60.48621726255511,5.001667222407809,16.407846973058255,-912.0779999997303,-66.0,227.233999999191
437.702,450.40893877551025,60.706125471928104,489.0,10.367890371021797,61.993175257663395,60.52162431083389,5.001667222407809,16.398940885763498,-909.0,-62.0,218.15600000139335
437.742,450.4489387755102,60.784292292654655,489.6173846154025,10.630225230413469,61.9826811710366,60.55703135911268,5.001667222407809,16.39003479846874,-905.0,-61.19149999974932,226.0
437.782,450.4889387755102,60.8624591133811,490.6413810741798,13.037754182966433,61.97218708440983,60.592438407391406,5.001667222407809,16.381128711173993,-903.0780000007535,-57.07800000075352,220.71450000207216
437.822,450.5289387755102,60.94062593410766,491.0,10.819168963827716,61.96169299778305,60.62784545567019,5.001667222407809,16.37222262387923,-909.0,-56.78849999890019,224.0439999987431
437.862,450.5689387755102,61.01879275483421,491.69174358975926,9.95216542052725,61.951198911156254,60.663252503948975,5.001667222407809,16.363316536584474,-905.0,-73.93399999932743,226.0
437.902,450.6089387755102,61.09695957556065,491.2826153846039,11.583209973067753,61.94070482452948,60.69865955222771,5.001667222407809,16.354410449289727,-906.9560000013706,-61.26649999948602,226.9780000006853
437.942,450.6489387755102,61.17512639628721,491.74302564102004,10.57026186825436,61.93021073790269,60.734066600506495,5.001667222407809,16.34550436199497,-901.0,-62.0,226.0
437.982,450.6889387755102,61.25329321701376,491.23133333332015,10.739682203265849,61.919716651275905,60.76947364878527,5.001667222407809,16.336598274700208,-902.0219999996658,-62.0,224.97800000033425
438.022,450.72893877551024,61.33146003774021,491.0,12.96522481298469,61.909222564649134,60.80488069706401,5.001667222407809,16.32769218740546,-909.0,-66.0,218.0660000003315
438.062,450.7689387755102,61.409626858466765,491.0,13.075003683490428,61.89872847802234,60.84028774534279,5.001667222407809,16.318786100110703,-901.0,-58.021999999144164,218.97800000085584
438.102,450.80893877551017,61.48779367919321,491.0,11.538483909589658,61.88823439139557,60.87569479362153,5.001667222407809,16.309880012815956,-902.6340000020218,-58.28650000117939,224.12199999932608
438.142,450.84893877551013,61.56596049991976,491.0,12.463985163563269,61.87774030476878,60.91110184190031,5.001667222407809,16.3009739255212,-910.0079999995235,-61.88599999934471,224.5039999997617
438.182,450.8889387755102,61.64412732064632,490.1056923076918,12.691312801872757,61.86724621814199,60.94650889017909,5.001667222407809,16.292067838226437,-905.0,-68.24399999944521,230.6340000008322
